state_name,lead_day,valid_time,latitude,longitude,rfs,normal,deviation,temperature_C,r2,pressure_hPa,wind_speed,wind_direction,previous_error_mean,previous_bust_rate,bust_probability,stress_score,confidence,risk_reasons
Goa,3,2026-08-30,15.25,74.0,2.3125,18.496774193548386,-87.49782002092779,24.014557,88.2,1011.10345,2.2019887,273.74634,12.237755366908338,0.21258415328845157,0.06192335537411324,17.06003819259509,HIGH CONFIDENCE,Frequent historical forecast busts
Goa,4,2026-08-31,15.25,74.0,1.625,18.496774193548386,-91.21468433903036,24.048859,87.8,1011.2961,2.2196727,265.66113,12.237755366908338,0.21258415328845157,0.058074149024906895,16.57688417584375,HIGH CONFIDENCE,Frequent historical forecast busts
Goa,5,2026-09-01,15.25,74.0,2.875,9.5,-69.73684210526315,23.611877,90.8,1010.2123,2.1810458,261.57623,12.237755366908338,0.21258415328845157,0.11667707282566347,20.927875719458186,HIGH CONFIDENCE,Frequent historical forecast busts | Very high humidity
Goa,6,2026-09-02,15.25,74.0,3.0625,9.5,-67.76315789473685,23.611328,89.6,1010.95294,2.200896,260.07663,12.237755366908338,0.21258415328845157,0.23842181271666243,25.62332751042588,HIGH CONFIDENCE,Elevated ML bust risk | Frequent historical forecast busts
Goa,7,2026-09-03,15.25,74.0,2.3125,9.5,-75.6578947368421,24.212128,88.6,1010.16376,1.8499007,249.51462,12.237755366908338,0.21258415328845157,0.06200541046941727,17.723482759873278,HIGH CONFIDENCE,Frequent historical forecast busts
Goa,8,2026-09-04,15.25,74.0,2.375,9.5,-75.0,24.27304,88.0,1009.4877,2.454763,251.02603,12.237755366908338,0.21258415328845157,0.06295779142179822,17.852881745618454,HIGH CONFIDENCE,Frequent historical forecast busts
Goa,9,2026-09-05,15.25,74.0,1.5,9.5,-84.21052631578947,24.683807,87.1,1008.8321,1.3605255,278.9554,12.237755366908338,0.21258415328845157,0.05727280620747858,16.480180870651868,HIGH CONFIDENCE,Frequent historical forecast busts
Goa,10,2026-09-06,15.25,74.0,0.125,9.5,-98.68421052631578,23.869965,89.1,1009.235,1.133401,149.04909,12.237755366908338,0.21258415328845157,0.05151739043561898,15.801239746511387,HIGH CONFIDENCE,Frequent historical forecast busts
Gujarat,1,2026-08-28,22.25,71.25,0.0,6.548064516129032,-100.0,25.25,75.7,1006.0377,5.681107,238.80948,13.70180478554729,0.16110520722635494,0.034487914364388465,13.156290866956951,HIGH CONFIDENCE,Weather conditions relatively stable
Gujarat,2,2026-08-29,22.25,71.25,0.0,6.548064516129032,-100.0,25.25,75.1,1006.00256,7.0308146,241.01057,13.70180478554729,0.16110520722635494,0.034487914364388465,13.456193872318508,HIGH CONFIDENCE,Weather conditions relatively stable
Gujarat,3,2026-08-30,22.25,71.25,0.0,6.548064516129032,-100.0,25.614563,70.2,1005.9874,7.214466,241.28581,13.70180478554729,0.16110520722635494,0.034487914364388465,12.292410575375797,HIGH CONFIDENCE,Weather conditions relatively stable
Gujarat,4,2026-08-31,22.25,71.25,0.0,6.548064516129032,-100.0,25.148865,73.4,1005.9601,7.061456,232.91626,13.70180478554729,0.16110520722635494,0.034487914364388465,13.041408315823318,HIGH CONFIDENCE,Weather conditions relatively stable
Gujarat,5,2026-09-01,22.25,71.25,0.0625,3.644666666666667,-98.28516553868667,25.411865,76.3,1004.7202,7.2942743,231.61317,13.70180478554729,0.16110520722635494,0.03277409522149768,13.865170520712223,HIGH CONFIDENCE,Weather conditions relatively stable
Gujarat,6,2026-09-02,22.25,71.25,0.125,3.644666666666667,-96.57033107737333,25.111328,80.6,1005.32104,6.3028274,228.46477,13.70180478554729,0.16110520722635494,0.03827146836304338,14.919291034032096,HIGH CONFIDENCE,Weather conditions relatively stable
Gujarat,7,2026-09-03,22.25,71.25,0.1875,3.644666666666667,-94.85549661606,25.312103,78.9,1005.4158,5.2130013,235.43689,13.70180478554729,0.16110520722635494,0.03853624290537045,14.23131548966185,HIGH CONFIDENCE,Weather conditions relatively stable
Gujarat,8,2026-09-04,22.25,71.25,0.0,3.644666666666667,-100.0,24.373016,84.3,1005.6717,3.1644666,238.6123,13.70180478554729,0.16110520722635494,0.03277409522149768,14.398859330323665,HIGH CONFIDENCE,Weather conditions relatively stable
