latitude,longitude,valid_time,lead_day,u10,v10,wind_speed,wind_direction,temperature_C,r2,pressure_hPa,tp
28.75,86.5,2026-08-31,4,-1.2966888,1.0679297,1.679844,129.47424,6.248871,82.1,1012.73206,0.3125
28.75,86.75,2026-08-31,4,-1.6666888,0.8779297,1.8837761,117.77805,5.248871,84.0,1013.908,0.6875
28.75,87.0,2026-08-31,4,-0.7166889,0.7679297,1.050409,136.97675,5.248871,79.7,1014.03204,1.625
28.75,87.25,2026-08-31,4,0.62331116,0.2779297,0.6824674,245.96828,4.9488525,78.5,1013.952,1.0625
28.75,87.5,2026-08-31,4,-0.30668885,0.38792968,0.49451742,141.67087,3.5488586,83.7,1014.348,0.5625
28.75,87.75,2026-08-31,4,0.31331116,2.2079296,2.2300487,188.0765,4.248871,88.0,1014.5281,0.5625
28.75,88.0,2026-08-31,4,0.76331115,1.6279297,1.7979987,205.12117,5.0488586,82.5,1013.632,1.25
28.75,88.25,2026-08-31,4,-0.35668886,-0.42207032,0.5526032,40.20093,3.1488647,85.0,1014.5201,1.5625
28.75,88.5,2026-08-31,4,-0.66668886,-0.6820703,0.9537788,44.346615,3.8488464,84.6,1014.09607,0.9375
28.75,88.75,2026-08-31,4,0.23331116,0.21792969,0.31926078,226.9523,5.8488464,79.7,1012.32404,1.375
28.75,89.0,2026-08-31,4,-0.20668884,1.3279297,1.3439188,171.15305,5.5488586,83.0,1012.90405,1.9375
28.75,89.25,2026-08-31,4,0.10331116,1.1379297,1.1426098,185.1876,4.8488464,86.4,1013.9841,10.4375
28.75,89.5,2026-08-31,4,0.80331117,1.0179297,1.2967227,218.27916,5.0488586,84.6,1013.9361,12.4375
28.75,89.75,2026-08-31,4,1.5033112,-1.4620703,2.0970442,314.20322,6.0488586,83.0,1012.7601,1.8125
28.75,90.0,2026-08-31,4,0.28331116,-0.9620703,1.002918,343.5913,6.4488525,76.0,1011.68005,1.5
28.75,90.25,2026-08-31,4,-1.3766888,-0.84207034,1.6138012,58.547394,3.3488464,84.5,1014.012,0.75
28.75,90.5,2026-08-31,4,-1.3366889,-0.3820703,1.3902212,74.04829,5.8488464,81.8,1012.40405,0.8125
28.75,90.75,2026-08-31,4,-1.1966889,0.5579297,1.3203597,114.99624,5.6488647,81.6,1012.9761,0.5
28.75,91.0,2026-08-31,4,-1.5366888,0.2779297,1.5616201,100.25184,4.248871,85.8,1014.6481,0.1875
28.75,91.25,2026-08-31,4,-0.92668885,0.19792968,0.9475908,102.05653,3.0488586,89.4,1015.6601,0.0625
28.75,91.5,2026-08-31,4,-0.84668887,-0.7520703,1.1324716,48.38695,2.6488647,93.1,1016.3401,0.0
28.75,91.75,2026-08-31,4,-1.1866889,-1.0720704,1.599239,47.904926,1.8488464,92.3,1017.4161,0.0
28.75,92.0,2026-08-31,4,-0.5766888,-1.6520703,1.7498304,19.242582,0.44885254,97.8,1018.6761,0.0
28.75,92.25,2026-08-31,4,-0.31668884,-1.8820703,1.9085283,9.551468,1.3488464,97.1,1017.7761,0.0
28.75,92.5,2026-08-31,4,-0.35668886,-1.9120703,1.9450551,10.566835,1.6488647,96.4,1017.56006,0.0
28.75,92.75,2026-08-31,4,-0.06668884,-2.2220702,2.2230706,1.7190467,2.8488464,93.5,1016.5401,0.0625
28.75,93.0,2026-08-31,4,0.30331117,-2.0320704,2.054582,351.5106,2.8488464,93.0,1016.83203,0.0625
28.75,93.25,2026-08-31,4,0.65331113,-1.8520703,1.9639195,340.5699,4.248871,91.4,1015.50006,0.0625
28.75,93.5,2026-08-31,4,0.16331115,-1.3020703,1.312272,352.85104,5.5488586,88.1,1014.4361,0.4375
28.75,93.75,2026-08-31,4,-0.15668884,-1.1120703,1.1230546,8.020084,6.4488525,91.3,1014.26807,0.1875
28.75,94.0,2026-08-31,4,0.013311157,-1.1320703,1.1321485,359.32632,7.8488464,93.3,1013.64404,0.0
28.75,94.25,2026-08-31,4,-0.14668885,-0.5820703,0.60026944,14.144703,11.848846,95.2,1011.408,0.0
28.75,94.5,2026-08-31,4,-0.26668885,-0.7120703,0.76037294,20.532232,12.648865,96.1,1011.11206,0.0
28.75,94.75,2026-08-31,4,0.47331116,0.067929685,0.47816095,261.83267,17.74887,96.7,1008.54803,0.0
28.75,95.0,2026-08-31,4,-0.49668884,0.4279297,0.65560937,130.74702,17.74887,97.3,1008.66406,0.4375
28.75,95.25,2026-08-31,4,-1.4166888,0.007929687,1.416711,90.320694,12.348846,96.2,1011.4361,0.9375
28.75,95.5,2026-08-31,4,-0.17668885,-0.12207031,0.21475594,55.360283,11.748871,99.2,1011.98804,1.25
28.75,95.75,2026-08-31,4,0.35331115,-0.5220703,0.6303857,325.9118,14.048859,97.2,1010.90405,1.8125
28.75,96.0,2026-08-31,4,-0.31668884,-0.0020703124,0.3166956,89.625435,13.248871,98.3,1011.16406,4.125
28.75,96.25,2026-08-31,4,0.19331115,0.1379297,0.23747379,234.49171,10.048859,97.8,1012.54407,7.6875
28.75,96.5,2026-08-31,4,-1.4066888,-0.0020703124,1.4066904,89.91567,7.1488647,97.0,1014.2001,10.25
28.75,96.75,2026-08-31,4,-1.0066888,1.7779297,2.0431485,150.48083,8.548859,98.9,1014.132,11.125
28.75,97.0,2026-08-31,4,-1.2966888,1.4379296,1.9362447,137.95665,8.448853,99.4,1014.4201,10.9375
28.75,97.25,2026-08-31,4,-1.7266889,0.71792966,1.8699939,112.57676,6.8488464,95.7,1015.94806,12.9375
28.75,97.5,2026-08-31,4,-1.8966888,0.6979297,2.0210233,110.202225,5.0488586,93.4,1017.56805,14.75
28.75,97.75,2026-08-31,4,-1.2766888,-0.10207031,1.2807626,85.42896,1.1488647,99.8,1019.408,14.0625
28.75,98.0,2026-08-31,4,-0.12668884,-0.012070312,0.12726253,84.557556,1.0488586,99.5,1019.50806,12.625
28.75,98.25,2026-08-31,4,0.47331116,0.15792969,0.49896416,251.5477,5.6488647,94.6,1017.0361,11.75
28.75,98.5,2026-08-31,4,-0.26668885,-1.0120703,1.046618,14.762333,7.248871,93.3,1016.1961,10.3125
28.75,98.75,2026-08-31,4,0.36331117,-0.6220703,0.7203933,329.71356,6.4488525,91.2,1016.2761,10.3125
28.75,99.0,2026-08-31,4,-0.38668883,-1.0720704,1.1396768,19.834044,5.248871,95.1,1017.00806,10.0625
28.75,99.25,2026-08-31,4,-0.0066888425,-0.9020703,0.9020951,0.42483985,8.748871,93.3,1014.7361,11.4375
28.75,99.5,2026-08-31,4,-1.5266888,0.52792966,1.6153911,109.0754,6.5488586,93.7,1016.24005,8.0
28.75,99.75,2026-08-31,4,-1.1466888,0.3679297,1.2042706,107.78949,6.6488647,93.2,1016.892,5.0
28.75,100.0,2026-08-31,4,-1.2466888,-0.1920703,1.2613977,81.24162,3.1488647,96.6,1019.072,6.625
29.0,65.0,2026-08-31,4,-0.50668883,0.20792969,0.54769367,112.31175,28.648865,12.2,999.7441,0.0
29.0,65.25,2026-08-31,4,-1.1766888,1.2379297,1.7079422,136.45284,28.24887,11.6,1000.312,0.0
29.0,65.5,2026-08-31,4,-0.80668885,1.7479297,1.9250988,155.22615,27.048859,11.8,1001.10803,0.0
29.0,65.75,2026-08-31,4,0.25331116,2.1779296,2.1926112,186.63417,26.448853,12.0,1001.6001,0.0
29.0,66.0,2026-08-31,4,-0.7066888,1.0179297,1.2391893,145.23001,23.048859,13.4,1003.3401,0.0
29.0,66.25,2026-08-31,4,-0.53668886,0.18792969,0.56864095,109.29846,20.848846,15.0,1004.9841,0.0
29.0,66.5,2026-08-31,4,-0.66668886,0.58792967,0.8888956,131.40794,19.548859,16.3,1005.7801,0.0
29.0,66.75,2026-08-31,4,1.2833111,-0.5820703,1.4091463,294.39758,17.848846,17.2,1007.1481,0.0
29.0,67.0,2026-08-31,4,2.583311,-1.4220703,2.9488606,298.83206,24.24887,12.3,1003.76404,0.0
29.0,67.25,2026-08-31,4,0.13331115,-0.7420703,0.75394976,349.81558,26.648865,24.8,1000.65607,0.0
29.0,67.5,2026-08-31,4,-1.3266889,0.17792968,1.3385673,97.63867,29.648865,54.8,997.71606,0.0
29.0,67.75,2026-08-31,4,-3.176689,2.1679296,3.8459423,124.311554,30.148865,55.4,997.2761,0.0
29.0,68.0,2026-08-31,4,-4.526689,3.6879296,5.8388133,129.16998,29.74887,56.8,997.24805,0.0
29.0,68.25,2026-08-31,4,-4.4266887,4.27793,6.1559935,134.02092,29.848846,55.1,997.32806,0.0
29.0,68.5,2026-08-31,4,-3.416689,1.9379296,3.9280193,119.56169,29.348846,54.3,997.9361,0.0
29.0,68.75,2026-08-31,4,-3.416689,1.5379297,3.746864,114.23359,27.448853,59.1,998.8761,0.0
29.0,69.0,2026-08-31,4,-2.4866889,1.7079297,3.0167274,124.48241,26.348846,62.5,999.44806,0.0
29.0,69.25,2026-08-31,4,-1.2466888,1.6879296,2.0984135,143.55078,26.048859,64.5,999.65607,0.0
29.0,69.5,2026-08-31,4,0.0033111572,1.8379297,1.8379327,180.10324,26.548859,64.4,999.38806,0.0
29.0,69.75,2026-08-31,4,1.8533112,3.4279296,3.896853,208.39789,26.548859,67.0,999.0881,0.0
29.0,70.0,2026-08-31,4,2.2133112,6.3079295,6.6849623,199.33484,27.448853,66.9,998.32007,0.0
29.0,70.25,2026-08-31,4,2.2133112,6.5879297,6.9497886,198.57054,27.24887,68.5,998.2561,0.0
29.0,70.5,2026-08-31,4,2.1933112,6.3379297,6.706711,199.08876,27.048859,69.3,998.3561,0.0
29.0,70.75,2026-08-31,4,2.553311,6.4579296,6.9443684,201.57266,27.048859,69.2,998.4761,0.0
29.0,71.0,2026-08-31,4,3.293311,6.8379297,7.589676,205.7166,27.348846,67.8,998.6001,0.0
29.0,71.25,2026-08-31,4,3.7233112,7.25793,8.157242,207.15779,27.848846,65.5,998.7441,0.0
29.0,71.5,2026-08-31,4,3.833311,7.3979297,8.332085,207.3914,27.74887,65.7,998.94006,0.0
29.0,71.75,2026-08-31,4,4.3833113,7.2479296,8.470295,211.16418,27.948853,64.7,999.1001,0.0
29.0,72.0,2026-08-31,4,4.893311,6.7879295,8.367824,215.78725,28.548859,62.2,999.20807,0.0
29.0,72.25,2026-08-31,4,4.943311,6.90793,8.494458,215.5875,28.948853,61.1,999.3041,0.0
29.0,72.5,2026-08-31,4,5.8833113,6.8479295,9.02815,220.66711,28.548859,63.1,999.5281,0.0
29.0,72.75,2026-08-31,4,6.1333113,6.1079297,8.655884,225.1188,28.848846,62.3,999.6761,0.0
29.0,73.0,2026-08-31,4,6.193311,5.92793,8.573066,226.25424,29.148865,61.4,999.74805,0.0
29.0,73.25,2026-08-31,4,6.6133113,6.0779295,8.982043,227.4156,29.24887,60.6,999.6601,0.0
29.0,73.5,2026-08-31,4,7.253311,6.21793,9.5536995,229.39503,29.24887,60.2,999.5361,0.0
29.0,73.75,2026-08-31,4,7.103311,5.71793,9.118758,231.1671,29.448853,58.9,999.61206,0.0
29.0,74.0,2026-08-31,4,6.543311,5.3679295,8.463427,230.6356,29.648865,57.7,999.8401,0.0
29.0,74.25,2026-08-31,4,6.8433113,5.2479296,8.623901,232.5165,29.74887,55.7,999.88007,0.0
29.0,74.5,2026-08-31,4,6.973311,4.9779296,8.56778,234.4787,30.24887,53.1,999.85205,0.0
29.0,74.75,2026-08-31,4,7.003311,4.88793,8.540388,235.08707,30.348846,52.6,999.8161,0.0
29.0,75.0,2026-08-31,4,7.243311,4.67793,8.622562,237.14453,30.24887,53.0,999.752,0.0
29.0,75.25,2026-08-31,4,7.243311,4.17793,8.361857,240.02374,30.148865,53.1,999.7561,0.0
29.0,75.5,2026-08-31,4,6.753311,3.5379298,7.6239204,242.35083,30.048859,53.3,999.8561,0.0
29.0,75.75,2026-08-31,4,6.0533113,2.8579297,6.6940527,244.72678,29.848846,53.7,999.94806,0.0
29.0,76.0,2026-08-31,4,5.723311,2.3479297,6.186199,247.69461,29.648865,54.1,999.9601,0.0
29.0,76.25,2026-08-31,4,5.703311,1.7479297,5.96515,252.96094,29.448853,54.3,999.932,0.0
29.0,76.5,2026-08-31,4,5.173311,0.9979297,5.268682,259.0818,29.448853,54.5,999.9761,0.0
29.0,76.75,2026-08-31,4,4.543311,0.32792968,4.5551305,265.87164,29.448853,54.7,1000.072,0.0
29.0,77.0,2026-08-31,4,3.863311,0.107929684,3.8648183,268.39975,29.148865,55.6,1000.0881,0.0
29.0,77.25,2026-08-31,4,3.4333112,0.35792968,3.4519184,264.0483,28.548859,56.2,1000.012,0.0
29.0,77.5,2026-08-31,4,3.4933112,0.47792968,3.5258532,262.2096,28.048859,57.9,999.892,0.0
29.0,77.75,2026-08-31,4,2.4533112,0.6379297,2.5348945,255.42429,28.548859,61.0,999.7761,0.0
29.0,78.0,2026-08-31,4,0.27331117,1.1879296,1.218965,192.95677,27.348846,75.6,999.7761,0.0
29.0,78.25,2026-08-31,4,-1.6166888,1.2679297,2.0545871,128.10622,26.848846,85.3,999.84406,0.0
29.0,78.5,2026-08-31,4,-2.5366888,0.8879297,2.687603,109.291824,26.448853,88.0,999.9961,0.0
29.0,78.75,2026-08-31,4,-2.6066887,0.6879297,2.6959364,104.78382,26.648865,88.0,1000.08405,0.0
29.0,79.0,2026-08-31,4,-2.8166888,0.8879297,2.9533293,107.49687,26.348846,89.9,1000.2441,0.0
29.0,79.25,2026-08-31,4,-2.9866889,1.2679297,3.2446811,113.002525,25.74887,93.4,1000.41205,0.0625
29.0,79.5,2026-08-31,4,-2.876689,1.3679297,3.1853683,115.43211,25.348846,95.1,1000.552,0.5625
29.0,79.75,2026-08-31,4,-2.676689,0.4079297,2.7075949,98.665245,25.148865,94.7,1000.73206,0.6875
29.0,80.0,2026-08-31,4,-1.6066889,-0.022070313,1.6068404,89.213005,25.148865,94.0,1000.9201,5.0625
29.0,80.25,2026-08-31,4,-0.6466888,0.067929685,0.6502468,95.99649,24.948853,93.8,1001.2361,6.4375
29.0,80.5,2026-08-31,4,-0.72668886,-0.5420703,0.90659636,53.27906,23.148865,91.9,1002.5041,4.4375
29.0,80.75,2026-08-31,4,-0.8266888,-0.9620703,1.2684611,40.67184,20.848846,92.8,1003.8961,1.875
29.0,81.0,2026-08-31,4,0.03331116,-1.2120703,1.212528,358.42575,20.74887,94.5,1003.7441,0.5625
29.0,81.25,2026-08-31,4,-0.50668883,-1.0120703,1.1318215,26.594648,20.948853,93.2,1003.61206,0.3125
29.0,81.5,2026-08-31,4,-1.0666889,-1.3520703,1.7221845,38.27097,19.548859,88.7,1004.6001,0.25
29.0,81.75,2026-08-31,4,-1.3466889,-0.97207034,1.6608707,54.1774,15.448853,92.1,1007.78406,0.0
29.0,82.0,2026-08-31,4,-0.53668886,-1.0920703,1.2168207,26.171425,10.948853,95.1,1010.468,0.0625
29.0,82.25,2026-08-31,4,0.06331116,-0.7920703,0.79459655,355.43,11.848846,94.1,1010.17206,0.125
29.0,82.5,2026-08-31,4,-0.16668884,-0.6220703,0.644016,15.000481,12.148865,95.9,1009.5041,0.125
29.0,82.75,2026-08-31,4,0.17331116,0.11792969,0.20962866,235.76666,10.648865,96.9,1010.0201,0.3125
29.0,83.0,2026-08-31,4,-0.11668884,0.22792968,0.25606292,152.88977,7.0488586,88.5,1012.00006,0.125
29.0,83.25,2026-08-31,4,0.7333112,0.04792969,0.7348759,266.26044,5.248871,90.5,1012.8601,0.125
29.0,83.5,2026-08-31,4,0.80331117,-1.5220703,1.7210482,332.17603,3.8488464,79.6,1013.5561,0.375
29.0,83.75,2026-08-31,4,-0.72668886,0.14792968,0.7415928,101.506294,4.9488525,85.0,1013.4441,0.3125
29.0,84.0,2026-08-31,4,-0.46668884,0.1679297,0.4959827,109.79036,6.5488586,81.4,1013.11206,0.125
29.0,84.25,2026-08-31,4,-0.7766888,-1.0620704,1.3157655,36.177887,3.0488586,81.7,1014.1401,0.4375
29.0,84.5,2026-08-31,4,-0.05668884,-1.3420703,1.3432671,2.4187267,4.9488525,69.9,1012.34406,0.4375
29.0,84.75,2026-08-31,4,-0.23668884,-1.3620703,1.3824823,9.857928,6.0488586,70.4,1011.38403,0.4375
29.0,85.0,2026-08-31,4,-0.74668884,-0.9620703,1.2178355,37.816006,4.8488464,76.4,1012.552,1.0
29.0,85.25,2026-08-31,4,-0.38668883,1.0679297,1.1357826,160.09508,4.6488647,82.6,1013.348,0.375
29.0,85.5,2026-08-31,4,-0.35668886,1.1179297,1.1734538,162.30408,5.4488525,80.6,1012.66406,0.0625
29.0,85.75,2026-08-31,4,-0.08668885,1.5979297,1.6002795,176.89468,4.9488525,81.9,1013.06805,0.125
29.0,86.0,2026-08-31,4,-0.80668885,0.9979297,1.2832032,141.04922,4.3488464,81.9,1013.348,1.125
29.0,86.25,2026-08-31,4,-0.56668884,0.8079297,0.98685694,144.95384,4.0488586,87.0,1014.59204,1.375
29.0,86.5,2026-08-31,4,0.47331116,0.89792967,1.0150375,207.79434,4.0488586,86.5,1014.2561,0.75
29.0,86.75,2026-08-31,4,-0.07668884,1.8479297,1.8495203,177.62358,4.248871,84.5,1013.6401,1.3125
29.0,87.0,2026-08-31,4,0.13331115,2.1279297,2.1321015,183.58481,3.7488708,85.3,1014.32404,0.9375
29.0,87.25,2026-08-31,4,-0.42668885,0.7079297,0.82657593,148.92146,4.248871,80.5,1013.6761,0.3125
29.0,87.5,2026-08-31,4,-0.60668886,-0.052070312,0.60891926,85.09449,5.9488525,78.7,1012.4561,0.875
29.0,87.75,2026-08-31,4,-0.78668886,0.9879297,1.2628874,141.46967,8.748871,72.2,1010.21204,0.5625
29.0,88.0,2026-08-31,4,-0.24668884,0.3379297,0.418392,143.87053,7.8488464,76.3,1010.788,0.5
29.0,88.25,2026-08-31,4,-1.1266888,-0.16207032,1.1382858,81.81435,6.6488647,81.1,1011.8561,0.5625
29.0,88.5,2026-08-31,4,-0.8366888,-0.5220703,0.98620766,58.036995,7.9488525,83.2,1011.1841,0.3125
29.0,88.75,2026-08-31,4,-0.92668885,-0.6520703,1.1331142,54.867626,8.048859,81.4,1010.88806,0.375
29.0,89.0,2026-08-31,4,-0.31668884,0.77792966,0.83992046,157.84915,6.9488525,83.1,1012.10406,0.5
29.0,89.25,2026-08-31,4,-0.07668884,1.4879297,1.4899046,177.04955,6.9488525,79.7,1012.41205,1.0
29.0,89.5,2026-08-31,4,-0.06668884,0.6379297,0.641406,174.032,7.248871,77.2,1012.38007,1.625
29.0,89.75,2026-08-31,4,1.0133111,0.29792967,1.0562015,253.61583,5.3488464,90.5,1013.60406,1.125
29.0,90.0,2026-08-31,4,-1.3466889,-1.1520703,1.7722406,49.453552,4.5488586,79.8,1013.5561,1.125
29.0,90.25,2026-08-31,4,-1.4066888,-0.7120703,1.5766475,63.151318,2.9488525,85.1,1014.78406,0.6875
29.0,90.5,2026-08-31,4,-1.0966889,-1.2120703,1.6345768,42.13899,5.748871,86.8,1013.27203,1.0
29.0,90.75,2026-08-31,4,-1.5866889,-1.9220703,2.4923756,39.540024,6.4488525,84.4,1013.09607,0.9375
29.0,91.0,2026-08-31,4,-1.5366888,-1.0120703,1.8400269,56.630913,5.0488586,86.4,1014.432,0.125
29.0,91.25,2026-08-31,4,-1.1966889,-0.5720703,1.326397,64.450134,3.8488464,90.7,1015.4161,0.0
29.0,91.5,2026-08-31,4,-1.3266889,0.08792969,1.3295996,93.79187,3.2488708,97.0,1016.26404,0.0
29.0,91.75,2026-08-31,4,-0.7766888,1.0479296,1.304378,143.45544,4.8488464,89.5,1015.56006,0.0
29.0,92.0,2026-08-31,4,-0.75668883,1.0179297,1.2683686,143.37434,3.0488586,95.2,1017.17206,0.0
29.0,92.25,2026-08-31,4,-0.26668885,0.23792969,0.3573982,131.73813,2.4488525,95.4,1017.3361,0.0
29.0,92.5,2026-08-31,4,0.55331117,0.4279297,0.69948345,232.28171,3.4488525,91.7,1016.91205,0.0
29.0,92.75,2026-08-31,4,0.9733112,1.3079296,1.6303419,216.65523,4.0488586,93.1,1016.90405,0.0
29.0,93.0,2026-08-31,4,1.4633112,0.4979297,1.5457081,251.2078,5.9488525,86.8,1015.16406,0.0
29.0,93.25,2026-08-31,4,1.1333112,0.04792969,1.1343242,267.5783,6.3488464,88.2,1014.348,0.0
29.0,93.5,2026-08-31,4,0.65331113,-0.5020703,0.82394785,307.54233,5.248871,88.7,1014.97205,0.0
29.0,93.75,2026-08-31,4,0.33331117,-0.66207033,0.7412378,333.2776,5.6488647,89.8,1014.80804,0.0
29.0,94.0,2026-08-31,4,0.083311155,-0.7420703,0.7467323,353.5943,6.1488647,90.0,1014.38007,0.0
29.0,94.25,2026-08-31,4,-0.016688842,-0.9220703,0.92222136,1.0369012,8.848846,93.7,1012.9161,0.0
29.0,94.5,2026-08-31,4,0.37331116,-1.2520703,1.3065379,343.39777,10.348846,93.9,1012.6401,0.0625
29.0,94.75,2026-08-31,4,0.49331117,-0.21207032,0.5369634,293.26245,14.648865,94.8,1010.8041,0.25
29.0,95.0,2026-08-31,4,-0.46668884,0.08792969,0.4749001,100.67011,16.648865,94.1,1009.1401,0.0
29.0,95.25,2026-08-31,4,-1.0166888,0.71792966,1.2446201,125.22763,11.448853,94.4,1012.0561,0.25
29.0,95.5,2026-08-31,4,-0.69668883,0.7079297,0.99324703,135.4585,9.948853,98.6,1012.91205,1.0625
29.0,95.75,2026-08-31,4,-0.07668884,-0.13207032,0.15272115,30.14231,11.948853,98.2,1012.0201,1.1875
29.0,96.0,2026-08-31,4,0.18331116,0.3079297,0.3583625,210.76543,10.648865,98.2,1012.468,2.0
29.0,96.25,2026-08-31,4,-0.8966888,0.19792968,0.9182739,102.44752,7.6488647,91.3,1013.8561,2.6875
29.0,96.5,2026-08-31,4,-0.81668884,0.09792969,0.82253927,96.83772,7.4488525,94.8,1014.4841,3.75
29.0,96.75,2026-08-31,4,-0.8966888,-0.27207032,0.9370555,73.12132,7.6488647,92.9,1014.2961,5.5625
29.0,97.0,2026-08-31,4,-0.60668886,-0.2220703,0.6460546,69.89552,5.0488586,95.9,1015.67206,5.3125
29.0,97.25,2026-08-31,4,-0.90668887,0.52792966,1.0491875,120.21057,4.9488525,95.7,1016.18805,6.125
29.0,97.5,2026-08-31,4,-0.39668885,2.6979296,2.726937,171.63547,4.6488647,97.3,1016.73206,6.625
29.0,97.75,2026-08-31,4,-1.2666888,0.35792968,1.316288,105.778755,2.6488647,97.1,1017.9961,7.25
29.0,98.0,2026-08-31,4,0.45331115,2.4079297,2.4502277,190.66159,5.9488525,88.9,1016.80804,8.25
29.0,98.25,2026-08-31,4,-0.5766888,1.0879297,1.231325,152.07288,5.0488586,92.8,1016.9161,9.25
29.0,98.5,2026-08-31,4,-0.56668884,-0.7320703,0.9257771,37.74312,4.6488647,93.2,1017.7561,8.5
29.0,98.75,2026-08-31,4,-0.39668885,-1.2520703,1.3134086,17.579573,5.3488464,91.9,1016.96405,8.5625
29.0,99.0,2026-08-31,4,0.13331115,-0.8020703,0.8130736,350.5632,6.8488464,90.9,1016.7801,8.5625
29.0,99.25,2026-08-31,4,0.81331116,-1.6620703,1.8503926,333.9258,8.148865,91.1,1015.29205,9.125
29.0,99.5,2026-08-31,4,-1.4666889,-0.5720703,1.5743065,68.69212,7.748871,93.5,1015.5561,6.5625
29.0,99.75,2026-08-31,4,-1.3266889,0.107929684,1.3310717,94.65092,6.4488525,94.5,1016.65607,5.0
29.0,100.0,2026-08-31,4,-1.5566888,-0.3520703,1.5960056,77.256035,3.3488464,97.5,1019.1161,6.125
29.25,65.0,2026-08-31,4,-2.146689,-0.9220703,2.3363404,66.75495,28.74887,12.4,1000.072,0.0
29.25,65.25,2026-08-31,4,-2.0966887,-1.0420703,2.34137,63.57227,28.74887,12.2,999.992,0.0
29.25,65.5,2026-08-31,4,-1.4066888,-0.20207031,1.4211284,81.8254,27.848846,12.4,1000.072,0.0
29.25,65.75,2026-08-31,4,-0.29668885,0.9579297,1.0028228,162.79126,27.648865,11.8,1000.60406,0.0
29.25,66.0,2026-08-31,4,-0.5766888,1.5279297,1.6331378,159.3219,24.74887,12.4,1002.452,0.0
29.25,66.25,2026-08-31,4,-0.38668883,1.8979297,1.9369216,168.48402,22.24887,13.7,1004.2961,0.0
29.25,66.5,2026-08-31,4,-0.17668885,1.5979297,1.6076686,173.69023,21.24887,14.8,1004.992,0.0
29.25,66.75,2026-08-31,4,1.3133111,1.1879296,1.7708651,227.8697,19.848846,15.6,1006.0041,0.0
29.25,67.0,2026-08-31,4,3.073311,-0.18207031,3.0786996,273.39038,22.74887,13.2,1004.8961,0.0
29.25,67.25,2026-08-31,4,2.4033113,-0.9220703,2.5741248,290.99014,26.048859,14.4,1002.12805,0.0
29.25,67.5,2026-08-31,4,-1.1266888,0.7479297,1.3523412,123.57739,28.74887,51.0,998.452,0.0
29.25,67.75,2026-08-31,4,-1.2566888,2.7779298,3.0489607,155.65878,30.548859,52.6,997.3601,0.0
29.25,68.0,2026-08-31,4,-1.5266888,4.38793,4.6459346,160.81572,30.548859,52.3,997.21204,0.0
29.25,68.25,2026-08-31,4,-0.98668885,3.2779298,3.4232116,163.24768,30.648865,49.0,997.2801,0.0
29.25,68.5,2026-08-31,4,-1.8266889,1.2279297,2.201046,123.90962,29.348846,46.8,998.44006,0.0
29.25,68.75,2026-08-31,4,-1.4466889,1.0079297,1.7631878,124.86549,27.448853,51.2,999.40405,0.0
29.25,69.0,2026-08-31,4,-1.1466888,0.90792966,1.4626112,128.37161,26.848846,53.1,999.70404,0.0
29.25,69.25,2026-08-31,4,-0.56668884,0.65792966,0.86833614,139.26097,26.24887,56.3,1000.03204,0.0
29.25,69.5,2026-08-31,4,0.64331114,0.6779297,0.934579,223.49911,26.24887,58.7,999.82404,0.0
29.25,69.75,2026-08-31,4,2.4233112,0.26792967,2.438078,263.6908,27.348846,55.8,999.42804,0.0
29.25,70.0,2026-08-31,4,2.6633112,6.27793,6.819504,202.98831,28.448853,59.3,997.9441,0.0
29.25,70.25,2026-08-31,4,2.2833111,8.54793,8.847633,194.95561,27.848846,65.4,997.60803,0.0
29.25,70.5,2026-08-31,4,2.2533112,7.6279297,7.953787,196.45729,27.548859,66.7,997.82007,0.0
29.25,70.75,2026-08-31,4,2.3833113,7.0379295,7.4305196,198.70807,27.348846,67.5,998.0401,0.0
29.25,71.0,2026-08-31,4,2.8833113,6.8979297,7.47629,202.68477,27.448853,66.9,998.20404,0.0
29.25,71.25,2026-08-31,4,3.323311,6.7679296,7.539845,206.1528,27.648865,65.3,998.408,0.0
29.25,71.5,2026-08-31,4,3.5333111,6.77793,7.6436,207.53288,28.048859,64.1,998.62805,0.0
29.25,71.75,2026-08-31,4,4.223311,7.1079297,8.267951,210.71747,28.24887,63.1,998.8161,0.0
29.25,72.0,2026-08-31,4,4.973311,7.19793,8.748944,214.64201,28.74887,60.8,998.94806,0.0
29.25,72.25,2026-08-31,4,5.6533113,6.8379297,8.872272,219.5825,29.24887,58.8,999.0041,0.0
29.25,72.5,2026-08-31,4,5.423311,6.8479295,8.735356,218.37794,29.648865,58.1,999.0761,0.0
29.25,72.75,2026-08-31,4,5.833311,6.9179296,9.049048,220.13814,28.948853,61.3,999.348,0.0
29.25,73.0,2026-08-31,4,6.203311,5.9579296,8.601047,226.15591,29.048859,61.3,999.432,0.0
29.25,73.25,2026-08-31,4,6.833311,5.8179297,8.974545,229.5887,29.548859,59.5,999.3041,0.0
29.25,73.5,2026-08-31,4,7.163311,5.8179297,9.22829,230.91704,29.648865,58.6,999.228,0.0
29.25,73.75,2026-08-31,4,6.683311,5.29793,8.528464,231.59578,29.948853,57.3,999.40405,0.0
29.25,74.0,2026-08-31,4,6.6533113,5.0879297,8.375773,232.59409,30.148865,55.7,999.53204,0.0
