latitude,longitude,valid_time,lead_day,u10,v10,wind_speed,wind_direction,temperature_C,r2,pressure_hPa,tp
25.0,90.5,2026-08-30,3,-2.3227167,-0.09387695,2.324613,87.68554,26.014557,93.8,1002.3514,2.25
25.0,90.75,2026-08-30,3,-2.2327166,-0.60387695,2.31294,74.86547,25.91455,94.0,1002.46344,3.5
25.0,91.0,2026-08-30,3,-1.8427167,-1.0038769,2.0984218,61.419292,25.814545,95.2,1002.58344,6.8125
25.0,91.25,2026-08-30,3,-1.7627167,-0.39387694,1.8061863,77.404236,25.71457,95.0,1002.65546,10.8125
25.0,91.5,2026-08-30,3,-1.6027167,-0.31387696,1.6331625,78.919395,25.71457,94.2,1002.7674,9.6875
25.0,91.75,2026-08-30,3,-1.2027167,-0.13387695,1.2101448,83.64843,25.614563,94.3,1002.8714,8.5
25.0,92.0,2026-08-30,3,-1.0127167,0.27612305,1.0496852,105.2513,25.41455,95.8,1002.9595,8.1875
25.0,92.25,2026-08-30,3,-1.1127167,0.16612305,1.125049,98.49126,25.014557,97.0,1003.07544,6.6875
25.0,92.5,2026-08-30,3,-0.81271666,-0.17387696,0.8311086,77.92388,24.114563,98.2,1003.3834,5.0
25.0,92.75,2026-08-30,3,-0.45271668,-0.49387696,0.6699753,42.5102,23.514557,98.3,1003.7955,2.9375
25.0,93.0,2026-08-30,3,0.037283324,-0.21387695,0.21710227,350.11148,23.014557,99.6,1004.0034,4.0
25.0,93.25,2026-08-30,3,0.0072833253,-0.17387696,0.17402942,357.6014,23.014557,99.0,1004.1514,0.6875
25.0,93.5,2026-08-30,3,-0.45271668,-0.043876953,0.45483798,84.464226,22.314545,98.6,1004.7795,0.8125
25.0,93.75,2026-08-30,3,-0.8627167,0.15612304,0.8767294,100.25761,20.114563,98.9,1006.1914,0.25
25.0,94.0,2026-08-30,3,-0.49271667,-0.19387695,0.52948844,68.52107,20.614563,97.8,1006.07544,0.0625
25.0,94.25,2026-08-30,3,-0.43271667,0.03612305,0.43422183,94.771965,20.114563,99.3,1006.3395,0.25
25.0,94.5,2026-08-30,3,-0.6127167,-0.17387696,0.63691044,74.1571,19.41455,99.1,1007.03143,0.125
25.0,94.75,2026-08-30,3,0.15728332,-0.22387695,0.27360362,324.91028,21.614563,99.2,1006.0714,0.6875
25.0,95.0,2026-08-30,3,0.13728333,0.56612307,0.58253074,193.63095,24.21457,97.4,1004.3914,0.125
25.0,95.25,2026-08-30,3,0.027283326,0.65612304,0.65669006,182.38115,24.014557,97.8,1004.34344,0.0
25.0,95.5,2026-08-30,3,0.047283325,0.796123,0.79752594,183.39893,23.814545,99.0,1004.43945,0.0
25.0,95.75,2026-08-30,3,0.61728334,0.85612303,1.055455,215.79243,23.114563,99.3,1004.8514,0.3125
25.0,96.0,2026-08-30,3,0.45728332,0.6261231,0.77533096,216.1422,23.41455,98.9,1004.53143,0.6875
25.0,96.25,2026-08-30,3,0.55728334,0.77612305,0.95547456,215.67967,23.614563,99.0,1004.47144,1.9375
25.0,96.5,2026-08-30,3,-0.012716675,0.64612305,0.64624816,178.87247,23.41455,98.4,1004.56744,0.4375
25.0,96.75,2026-08-30,3,0.17728333,0.46612304,0.49869838,200.82361,23.514557,97.8,1004.5634,0.125
25.0,97.0,2026-08-30,3,0.047283325,0.44612303,0.44862175,186.05003,24.314545,95.4,1004.14343,0.125
25.0,97.25,2026-08-30,3,-0.29271668,0.82612306,0.87644875,160.48944,24.21457,99.3,1003.97546,2.375
25.0,97.5,2026-08-30,3,-0.30271667,0.926123,0.97434145,161.89926,23.614563,99.5,1004.2514,6.125
25.0,97.75,2026-08-30,3,-0.3827167,0.006123047,0.38276568,90.91659,19.71457,99.7,1006.7674,10.5625
25.0,98.0,2026-08-30,3,-0.37271667,-0.67387694,0.770083,28.946674,16.514557,99.5,1008.41943,13.4375
25.0,98.25,2026-08-30,3,0.15728332,-1.0238769,1.035887,351.26675,16.814545,99.2,1008.3274,12.9375
25.0,98.5,2026-08-30,3,-0.5327167,-1.043877,1.1719497,27.036364,17.41455,98.0,1008.22345,7.25
25.0,98.75,2026-08-30,3,-0.23271668,-0.89387697,0.9236737,14.592746,18.014557,97.7,1008.03546,3.375
25.0,99.0,2026-08-30,3,-0.89271665,-0.24387695,0.92542905,74.72046,18.314545,94.6,1007.93945,0.875
25.0,99.25,2026-08-30,3,-0.6027167,-0.98387694,1.1538116,31.491367,17.014557,96.3,1008.66345,0.125
25.0,99.5,2026-08-30,3,-1.3327167,-1.223877,1.8094221,47.43773,17.014557,96.7,1008.85944,0.25
25.0,99.75,2026-08-30,3,-1.0327166,-0.8738769,1.3528358,49.762352,16.514557,98.1,1009.63947,0.4375
25.0,100.0,2026-08-30,3,-0.19271667,-1.213877,1.2290797,9.021062,16.91455,95.9,1009.7274,0.1875
25.25,65.0,2026-08-30,3,4.6472836,1.146123,4.786527,256.14606,26.114563,86.4,1001.62744,0.3125
25.25,65.25,2026-08-30,3,5.127283,1.0061231,5.225066,258.89795,26.114563,87.0,1001.6074,0.25
25.25,65.5,2026-08-30,3,6.2872834,1.806123,6.5415606,253.97244,26.114563,88.0,1001.5274,0.1875
25.25,65.75,2026-08-30,3,6.8672833,1.556123,7.0413847,257.23242,26.41455,86.6,1001.41943,0.1875
25.25,66.0,2026-08-30,3,8.077283,0.8761231,8.12466,263.80948,26.91455,79.4,1001.3274,0.125
25.25,66.25,2026-08-30,3,8.287283,1.066123,8.355577,262.6694,26.91455,79.7,1001.2914,0.1875
25.25,66.5,2026-08-30,3,8.257283,1.4661231,8.386433,259.93176,27.014557,78.9,1001.3274,0.1875
25.25,66.75,2026-08-30,3,7.1472836,1.436123,7.2901382,258.6387,26.514557,79.8,1001.4674,0.125
25.25,67.0,2026-08-30,3,7.7472835,1.316123,7.858281,260.35852,25.91455,79.6,1001.4595,0.0625
25.25,67.25,2026-08-30,3,8.957283,1.656123,9.1090975,259.5248,25.21457,80.9,1001.3914,0.0
25.25,67.5,2026-08-30,3,10.987284,2.546123,11.278438,256.95294,24.814545,80.7,1000.7634,0.0
25.25,67.75,2026-08-30,3,11.517283,3.6561232,12.083669,252.38815,25.41455,77.8,1000.2874,0.0
25.25,68.0,2026-08-30,3,10.177283,4.736123,11.225327,245.04453,26.114563,75.4,1000.0195,0.0
25.25,68.25,2026-08-30,3,9.497283,5.676123,11.064211,239.13504,26.314545,75.3,999.8714,0.0
25.25,68.5,2026-08-30,3,8.617283,5.726123,10.346306,236.39626,26.21457,75.5,999.8114,0.0
25.25,68.75,2026-08-30,3,8.217283,5.846123,10.084686,234.57034,26.514557,73.5,999.74744,0.0
25.25,69.0,2026-08-30,3,7.9672832,6.396123,10.217044,231.24257,26.314545,74.7,999.80347,0.0
25.25,69.25,2026-08-30,3,6.7672834,6.596123,9.45013,225.73381,26.41455,74.4,1000.09143,0.0
25.25,69.5,2026-08-30,3,5.547283,7.016123,8.944179,218.3316,26.71457,72.5,1000.60345,0.0
25.25,69.75,2026-08-30,3,5.1972833,6.966123,8.691296,216.72588,27.014557,70.4,1001.0555,0.0
25.25,70.0,2026-08-30,3,5.8472834,6.826123,8.988141,220.5835,27.21457,68.9,1001.3755,0.0
25.25,70.25,2026-08-30,3,5.8272834,6.996123,9.105106,219.79195,27.114563,68.8,1001.6834,0.0
25.25,70.5,2026-08-30,3,5.487283,6.656123,8.626369,219.50204,27.014557,67.7,1002.03546,0.0
25.25,70.75,2026-08-30,3,5.4072833,6.756123,8.653549,218.67215,27.21457,66.3,1002.3314,0.0
25.25,71.0,2026-08-30,3,4.2472835,7.026123,8.210105,211.15292,26.71457,71.9,1002.65546,0.0
25.25,71.25,2026-08-30,3,4.487283,7.226123,8.506031,211.8395,26.814545,71.8,1002.7874,0.0
25.25,71.5,2026-08-30,3,4.4572835,6.886123,8.202808,212.91438,27.21457,70.5,1002.85944,0.0
25.25,71.75,2026-08-30,3,5.1572833,5.886123,7.8258557,221.22409,27.71457,65.2,1002.96344,0.0
25.25,72.0,2026-08-30,3,4.4772835,6.266123,7.701322,215.54666,27.814545,66.8,1003.06744,0.0
25.25,72.25,2026-08-30,3,3.6772833,6.406123,7.38653,209.85698,26.614563,75.2,1003.35944,0.0625
25.25,72.5,2026-08-30,3,4.2272835,6.136123,7.4513044,214.56366,26.41455,72.9,1003.5394,0.0
25.25,72.75,2026-08-30,3,3.8872833,5.636123,6.8466673,214.59438,25.71457,73.8,1003.71545,0.0
25.25,73.0,2026-08-30,3,3.7072833,5.116123,6.318122,215.92812,25.114563,76.0,1003.8995,0.0
25.25,73.25,2026-08-30,3,2.7672834,4.376123,5.1776743,212.30762,24.41455,79.9,1004.1114,0.0
25.25,73.5,2026-08-30,3,3.1472833,3.826123,4.954252,219.43996,22.814545,86.4,1004.57947,0.0
25.25,73.75,2026-08-30,3,3.2972834,1.536123,3.6375475,245.02036,21.514557,90.4,1004.8314,0.0
25.25,74.0,2026-08-30,3,3.6272833,2.046123,4.1645894,240.573,22.314545,87.4,1004.4355,0.0
25.25,74.25,2026-08-30,3,4.5572834,3.1861231,5.5605946,235.04153,22.91455,85.6,1004.2314,0.0
25.25,74.5,2026-08-30,3,4.587283,3.726123,5.9099207,230.914,22.91455,86.9,1004.2274,0.0
25.25,74.75,2026-08-30,3,4.7872834,3.9161232,6.1849904,230.71594,22.91455,87.3,1004.1755,0.0
25.25,75.0,2026-08-30,3,5.047283,3.796123,6.315506,233.05273,23.21457,85.7,1004.03546,0.0
25.25,75.25,2026-08-30,3,5.4172835,3.736123,6.580697,235.40726,23.014557,86.5,1004.07947,0.0
25.25,75.5,2026-08-30,3,5.7672834,3.296123,6.6427393,240.25113,23.614563,83.3,1003.7874,0.0
25.25,75.75,2026-08-30,3,5.3472834,3.226123,6.245103,238.89658,24.41455,80.8,1003.59546,0.0
25.25,76.0,2026-08-30,3,4.277283,2.486123,4.9473186,239.83319,24.814545,78.8,1003.5714,0.0
25.25,76.25,2026-08-30,3,3.4772832,2.816123,4.4746003,230.99728,24.71457,79.1,1003.5874,0.0
25.25,76.5,2026-08-30,3,3.6172833,3.306123,4.9005294,227.57333,24.514557,80.0,1003.64343,0.0
25.25,76.75,2026-08-30,3,2.9872832,3.1561232,4.3456845,223.42575,23.91455,82.6,1003.86346,0.0
25.25,77.0,2026-08-30,3,4.2672834,2.826123,5.118269,236.48442,22.814545,86.1,1004.1074,0.0
25.25,77.25,2026-08-30,3,4.9172835,2.276123,5.418525,245.16144,23.314545,83.1,1003.8395,0.0
25.25,77.5,2026-08-30,3,5.8272834,1.8661231,6.1187944,252.24292,22.91455,84.3,1003.8514,0.0
25.25,77.75,2026-08-30,3,7.0772834,1.936123,7.337337,254.70003,22.91455,84.0,1003.45544,0.0
25.25,78.0,2026-08-30,3,7.277283,1.6061231,7.4524145,257.55414,23.41455,81.3,1003.09546,0.0
25.25,78.25,2026-08-30,3,6.8072834,1.036123,6.885685,261.34555,24.21457,77.7,1002.85944,0.0
25.25,78.5,2026-08-30,3,6.4972835,1.286123,6.623353,258.80316,24.71457,74.8,1002.5474,0.0
25.25,78.75,2026-08-30,3,6.3872833,1.526123,6.5670724,256.56216,24.91455,74.3,1002.4114,0.0
25.25,79.0,2026-08-30,3,6.487283,1.326123,6.6214385,258.44684,25.21457,73.6,1002.2514,0.0
25.25,79.25,2026-08-30,3,4.3872833,1.536123,4.648433,250.70328,25.41455,73.9,1002.56744,0.0
25.25,79.5,2026-08-30,3,3.9372833,1.816123,4.3359547,245.23788,25.314545,75.3,1002.80743,0.0
25.25,79.75,2026-08-30,3,5.1972833,1.8661231,5.5221524,250.24896,25.21457,76.1,1002.57544,0.0
25.25,80.0,2026-08-30,3,4.7172832,2.246123,5.2247324,244.53867,25.614563,75.0,1002.4355,0.0625
25.25,80.25,2026-08-30,3,3.1172833,2.136123,3.778952,235.57906,25.814545,76.8,1002.7114,0.5625
25.25,80.5,2026-08-30,3,3.0172834,1.306123,3.28785,246.59317,25.314545,84.3,1002.8995,1.375
25.25,80.75,2026-08-30,3,3.6072834,0.72612303,3.6796396,258.61884,25.014557,87.4,1002.9874,1.75
25.25,81.0,2026-08-30,3,3.9272833,0.14612305,3.9300008,267.86917,24.91455,89.9,1002.93945,4.75
25.25,81.25,2026-08-30,3,4.4472833,-0.043876953,4.4474998,270.56528,25.014557,91.4,1002.61945,4.9375
25.25,81.5,2026-08-30,3,4.0772834,-0.54387695,4.113398,277.59796,25.114563,91.9,1002.6074,3.375
25.25,81.75,2026-08-30,3,4.2072835,-0.80387694,4.2833924,280.81702,25.21457,92.8,1002.4355,3.9375
25.25,82.0,2026-08-30,3,3.7772834,-0.20387696,3.7827816,273.0895,25.514557,93.7,1002.0474,15.5625
25.25,82.25,2026-08-30,3,2.8172834,1.306123,3.105325,245.12706,25.21457,98.1,1001.81946,36.4375
25.25,82.5,2026-08-30,3,5.3972836,0.986123,5.48663,259.64584,25.114563,97.7,1001.9674,17.0625
25.25,82.75,2026-08-30,3,4.8272834,0.09612305,4.8282404,268.85925,25.41455,96.9,1001.67944,7.0
25.25,83.0,2026-08-30,3,4.8472834,0.64612305,4.8901567,262.40747,25.514557,96.9,1001.57544,11.1875
25.25,83.25,2026-08-30,3,3.8772833,1.036123,4.013337,255.03851,25.614563,96.3,1001.62744,12.8125
25.25,83.5,2026-08-30,3,3.0672834,1.4761231,3.4039927,244.30093,25.314545,98.2,1001.68744,16.25
25.25,83.75,2026-08-30,3,3.6872833,1.4761231,3.971775,248.18239,25.314545,97.4,1001.6074,12.0
25.25,84.0,2026-08-30,3,2.1472833,-0.09387695,2.1493344,272.50333,25.21457,96.7,1001.6914,6.375
25.25,84.25,2026-08-30,3,1.4672834,-0.47387695,1.5419078,287.8985,25.91455,92.2,1001.62744,3.125
25.25,84.5,2026-08-30,3,-0.74271667,1.4961231,1.670333,153.59892,25.314545,95.2,1001.80743,7.5
25.25,84.75,2026-08-30,3,-0.8527167,1.8761231,2.0608163,155.55772,25.91455,91.1,1001.78345,1.125
25.25,85.0,2026-08-30,3,-1.2527167,1.576123,2.0133214,141.522,26.21457,89.6,1001.8314,0.0
25.25,85.25,2026-08-30,3,-0.56271666,0.926123,1.0836761,148.71693,26.514557,86.6,1001.8234,0.0
25.25,85.5,2026-08-30,3,0.48728332,0.08612305,0.49483553,259.977,26.91455,87.8,1001.85547,0.5
25.25,85.75,2026-08-30,3,-0.5427167,-0.53387696,0.76129234,45.470432,27.21457,87.3,1001.79944,5.8125
25.25,86.0,2026-08-30,3,-2.5827167,-0.80387694,2.7049296,72.71111,26.91455,89.4,1001.7714,10.4375
25.25,86.25,2026-08-30,3,-2.4527166,-0.13387695,2.4563675,86.87571,25.91455,93.6,1001.8474,5.9375
25.25,86.5,2026-08-30,3,-1.3727167,-0.35387695,1.4175966,75.54428,25.814545,94.3,1001.90344,4.0
25.25,86.75,2026-08-30,3,-1.1227167,-1.053877,1.5398537,46.8115,26.114563,93.8,1001.69946,7.0
25.25,87.0,2026-08-30,3,-1.5227166,-1.183877,1.92879,52.135757,26.314545,92.9,1001.57947,6.5625
25.25,87.25,2026-08-30,3,-2.0127168,-1.043877,2.267313,62.5869,26.21457,90.9,1001.5114,0.625
25.25,87.5,2026-08-30,3,-2.0027168,-0.44387695,2.051317,77.50312,25.91455,90.8,1001.63947,0.0
25.25,87.75,2026-08-30,3,-1.9427167,-0.073876955,1.9441209,87.82222,26.014557,90.9,1001.7114,0.0625
25.25,88.0,2026-08-30,3,-2.3427167,-0.37387696,2.3723629,80.932556,26.41455,89.3,1001.6155,0.125
25.25,88.25,2026-08-30,3,-2.3327167,-0.26387694,2.3475943,83.546135,26.514557,89.2,1001.68744,0.0625
25.25,88.5,2026-08-30,3,-2.2927167,-0.023876954,2.292841,89.40333,26.314545,91.0,1001.7874,0.0
25.25,88.75,2026-08-30,3,-2.2327166,0.21612304,2.2431524,95.5289,26.014557,92.6,1001.86346,0.0625
25.25,89.0,2026-08-30,3,-2.1927166,0.43612304,2.2356675,101.24911,25.814545,93.2,1001.92346,0.5
25.25,89.25,2026-08-30,3,-1.9827167,0.676123,2.0948288,108.8298,25.814545,92.4,1002.01544,1.875
25.25,89.5,2026-08-30,3,-1.9927167,0.66612303,2.1011043,108.48368,25.91455,90.1,1002.0514,2.0625
25.25,89.75,2026-08-30,3,-2.2027166,0.66612303,2.3012345,106.82583,25.71457,91.2,1002.14343,0.75
25.25,90.0,2026-08-30,3,-2.0027168,0.24612305,2.0177836,97.00621,25.21457,95.3,1002.3114,0.25
25.25,90.25,2026-08-30,3,-1.5627167,-0.17387696,1.5723603,83.65105,25.014557,97.2,1002.52344,0.5
25.25,90.5,2026-08-30,3,-1.0227166,-0.48387694,1.1314089,64.6798,24.71457,97.7,1002.85547,1.75
25.25,90.75,2026-08-30,3,-0.9127167,-0.52387697,1.0523777,60.14523,24.314545,97.5,1003.1314,4.8125
25.25,91.0,2026-08-30,3,-0.6727167,-0.49387696,0.8345431,53.71563,23.614563,96.5,1003.47144,5.0
25.25,91.25,2026-08-30,3,-0.93271667,-0.953877,1.334107,44.357388,23.114563,92.8,1003.8395,3.0
25.25,91.5,2026-08-30,3,-0.46271667,-1.1138769,1.2061627,22.558533,22.614563,88.0,1004.63947,1.625
25.25,91.75,2026-08-30,3,-0.072716676,-1.1238769,1.1262269,3.7019703,22.21457,89.6,1005.06744,0.6875
25.25,92.0,2026-08-30,3,-0.27271667,-1.1138769,1.1467764,13.757411,22.41455,93.3,1004.88745,0.6875
25.25,92.25,2026-08-30,3,-0.112716675,-0.74387693,0.7523682,8.616254,21.71457,96.9,1005.13947,0.5
25.25,92.5,2026-08-30,3,-0.12271667,-0.28387696,0.3092661,23.37826,20.814545,99.0,1005.3514,0.0625
25.25,92.75,2026-08-30,3,0.74728334,0.58612305,0.9497224,231.89156,19.614563,98.4,1005.7314,0.0625
25.25,93.0,2026-08-30,3,0.5272833,1.2361231,1.3438854,203.10127,21.614563,98.4,1004.4595,0.0625
25.25,93.25,2026-08-30,3,-0.6627167,1.046123,1.2383726,147.64583,21.314545,98.2,1004.8395,0.0
25.25,93.5,2026-08-30,3,-0.4727167,0.58612305,0.7529949,141.11331,20.71457,99.1,1005.5394,0.25
25.25,93.75,2026-08-30,3,-0.9227167,0.37612304,0.99643093,112.17707,19.41455,99.1,1006.38745,0.125
25.25,94.0,2026-08-30,3,-0.32271668,-0.12387695,0.3456755,69.00037,19.114563,99.5,1006.90344,0.125
25.25,94.25,2026-08-30,3,-0.35271668,0.006123047,0.35276982,90.99454,19.014557,98.9,1006.89545,0.625
25.25,94.5,2026-08-30,3,-0.62271667,0.53612304,0.8217079,130.72653,17.314545,97.4,1007.7874,0.25
25.25,94.75,2026-08-30,3,0.24728332,0.11612305,0.2731915,244.84549,18.014557,99.1,1007.7314,0.125
25.25,95.0,2026-08-30,3,0.5872833,0.42612305,0.7255912,234.036,22.514557,95.8,1005.5555,0.125
25.25,95.25,2026-08-30,3,0.2772833,0.70612305,0.7586144,201.43916,24.314545,96.0,1004.16345,0.0
25.25,95.5,2026-08-30,3,0.38728333,0.77612305,0.8673842,206.51909,23.91455,99.0,1004.2634,0.0
25.25,95.75,2026-08-30,3,0.5972833,0.13612305,0.6125984,257.16138,24.21457,98.8,1004.1074,0.1875
25.25,96.0,2026-08-30,3,0.107283324,-0.52387697,0.53474927,348.42657,24.21457,99.4,1004.14343,2.0
25.25,96.25,2026-08-30,3,0.60728335,-0.38387695,0.718439,302.29785,23.71457,99.3,1004.35547,3.6875
25.25,96.5,2026-08-30,3,-0.112716675,0.65612304,0.6657345,170.25218,24.114563,98.0,1004.3514,0.8125
25.25,96.75,2026-08-30,3,-0.25271666,0.49612305,0.55677986,153.00647,23.91455,98.4,1004.36743,0.625
25.25,97.0,2026-08-30,3,-0.27271667,0.35612306,0.448551,142.55534,24.814545,95.1,1004.04346,0.125
25.25,97.25,2026-08-30,3,-0.10271668,0.676123,0.68388087,171.36166,24.71457,96.8,1004.0555,0.5625
25.25,97.5,2026-08-30,3,-0.33271667,0.15612304,0.36752522,115.13771,24.014557,99.5,1004.07947,2.625
25.25,97.75,2026-08-30,3,-0.6027167,0.14612305,0.62017685,103.62788,20.71457,99.5,1006.2795,5.5
25.25,98.0,2026-08-30,3,-0.3827167,-0.19387695,0.42902252,63.13409,15.514557,99.5,1008.7195,9.0625
25.25,98.25,2026-08-30,3,-0.27271667,-0.883877,0.92499346,17.147398,15.714569,98.4,1008.9314,14.0
25.25,98.5,2026-08-30,3,-0.5427167,-0.64387697,0.84209204,40.127163,16.514557,98.8,1008.80347,10.0
25.25,98.75,2026-08-30,3,-0.06271668,-0.99387693,0.9958538,3.6107512,17.514557,97.7,1008.4434,8.25
25.25,99.0,2026-08-30,3,-1.3327167,-0.39387694,1.3897024,73.53525,17.41455,94.0,1008.59143,3.4375
25.25,99.25,2026-08-30,3,-1.0727167,-1.343877,1.7195134,38.597755,16.314545,97.5,1009.4914,1.1875
25.25,99.5,2026-08-30,3,-1.1027167,-0.93387693,1.4450295,49.73915,17.014557,96.5,1009.4514,0.875
25.25,99.75,2026-08-30,3,-0.81271666,-0.99387693,1.2838613,39.273678,16.514557,96.3,1010.03546,0.75
25.25,100.0,2026-08-30,3,-0.3827167,-0.703877,0.80119586,28.534103,16.814545,96.2,1009.9274,0.25
25.5,65.0,2026-08-30,3,1.6772833,1.936123,2.5616112,220.90273,24.814545,82.0,1001.8914,0.0
25.5,65.25,2026-08-30,3,2.1372833,0.96612304,2.3455007,245.67546,24.21457,84.2,1002.1474,0.0
25.5,65.5,2026-08-30,3,2.1772833,0.48612306,2.2308917,257.41397,25.21457,80.7,1001.78345,0.0
25.5,65.75,2026-08-30,3,3.0572834,0.796123,3.1592395,255.4042,25.514557,81.8,1001.57544,0.0
25.5,66.0,2026-08-30,3,3.8372834,0.40612304,3.8587148,263.95853,25.514557,83.0,1001.3234,0.0
25.5,66.25,2026-08-30,3,4.9072833,0.77612305,4.968279,261.0127,26.21457,82.2,1001.0514,0.0
25.5,66.5,2026-08-30,3,6.0372834,1.646123,6.257676,254.7485,26.614563,80.8,1001.0714,0.0625
25.5,66.75,2026-08-30,3,6.2072835,1.7261231,6.4428153,254.45981,26.314545,77.9,1001.2955,0.0
25.5,67.0,2026-08-30,3,8.017283,0.806123,8.057709,264.25833,25.014557,82.2,1001.43945,0.0625
25.5,67.25,2026-08-30,3,8.277284,1.8461231,8.48066,257.42682,25.014557,81.6,1000.88745,0.0625
25.5,67.5,2026-08-30,3,10.997283,2.9361231,11.382489,255.0515,24.514557,83.0,1000.3834,0.0
25.5,67.75,2026-08-30,3,11.7272835,3.266123,12.173608,254.43715,25.21457,79.3,999.5514,0.0
25.5,68.0,2026-08-30,3,11.447284,5.526123,12.711347,244.2313,26.014557,76.0,999.02344,0.0
25.5,68.25,2026-08-30,3,10.637283,7.246123,12.870824,235.7373,26.314545,74.5,998.83545,0.0
25.5,68.5,2026-08-30,3,8.587283,7.166123,11.184576,230.15488,26.71457,73.5,998.86346,0.0
25.5,68.75,2026-08-30,3,8.447284,7.246123,11.129371,229.37685,26.314545,74.7,998.92346,0.0
25.5,69.0,2026-08-30,3,7.7672834,7.3061233,10.663495,226.75238,26.41455,74.6,999.0874,0.0
25.5,69.25,2026-08-30,3,6.507283,7.346123,9.813779,221.53491,26.514557,74.8,999.5195,0.0
25.5,69.5,2026-08-30,3,4.9172835,7.206123,8.723984,214.30869,26.41455,75.0,1000.1714,0.0
25.5,69.75,2026-08-30,3,4.237283,7.376123,8.506572,209.87563,26.71457,72.2,1000.6834,0.0
25.5,70.0,2026-08-30,3,4.2072835,7.226123,8.361703,210.20935,26.814545,71.5,1001.0394,0.0
25.5,70.25,2026-08-30,3,4.377283,7.066123,8.312081,211.77718,26.71457,71.8,1001.3714,0.0
25.5,70.5,2026-08-30,3,4.4572835,6.876123,8.194415,212.95238,26.514557,71.2,1001.7274,0.0
25.5,70.75,2026-08-30,3,4.4772835,6.616123,7.988689,214.08713,26.814545,68.0,1002.03546,0.0
25.5,71.0,2026-08-30,3,5.027283,7.336123,8.893384,214.42198,26.71457,68.2,1002.35944,0.0
25.5,71.25,2026-08-30,3,5.1572833,7.696123,9.264334,213.82663,26.614563,70.0,1002.5714,0.0
25.5,71.5,2026-08-30,3,5.0972834,7.726123,9.256094,213.4147,26.91455,69.4,1002.6355,0.0
25.5,71.75,2026-08-30,3,4.9172835,6.716123,8.32382,216.21014,27.014557,67.6,1002.7674,0.0
25.5,72.0,2026-08-30,3,5.337283,6.066123,8.079879,221.34296,27.314545,65.6,1002.91943,0.0
25.5,72.25,2026-08-30,3,4.9072833,6.906123,8.47207,215.39645,26.814545,69.9,1003.1914,0.0
25.5,72.5,2026-08-30,3,4.6672835,7.076123,8.476736,213.40814,26.21457,75.0,1003.30743,0.0
25.5,72.75,2026-08-30,3,4.4572835,6.496123,7.87826,214.4558,26.41455,72.7,1003.3314,0.0
25.5,73.0,2026-08-30,3,4.0572834,5.746123,7.034165,215.22557,25.71457,74.3,1003.4955,0.0
25.5,73.25,2026-08-30,3,4.0372834,5.476123,6.8034973,216.39958,25.21457,76.0,1003.7074,0.0
25.5,73.5,2026-08-30,3,3.8772833,4.746123,6.1285405,219.24666,24.614563,79.0,1003.87946,0.0
25.5,73.75,2026-08-30,3,4.2272835,3.1861231,5.2935157,232.9945,23.21457,84.9,1004.3155,0.0
25.5,74.0,2026-08-30,3,4.817283,1.8461231,5.1589136,249.03171,22.21457,88.7,1004.4074,0.0
25.5,74.25,2026-08-30,3,3.8872833,1.8461231,4.303387,244.59634,22.91455,85.9,1004.02344,0.0
25.5,74.5,2026-08-30,3,3.8172834,2.956123,4.828076,232.24564,23.014557,86.0,1003.9314,0.0
25.5,74.75,2026-08-30,3,4.0772834,3.4461231,5.3385396,229.79549,23.314545,85.5,1003.8714,0.0
25.5,75.0,2026-08-30,3,4.3072834,3.9161232,5.821401,227.72333,23.514557,84.9,1003.7434,0.0
25.5,75.25,2026-08-30,3,5.0972834,3.9461231,6.4462533,232.25433,23.71457,83.6,1003.59143,0.0
25.5,75.5,2026-08-30,3,4.5572834,2.6561232,5.274829,239.76508,24.114563,80.9,1003.42346,0.0
25.5,75.75,2026-08-30,3,3.7172832,2.516123,4.4887714,235.90704,24.71457,78.1,1003.3314,0.0
25.5,76.0,2026-08-30,3,3.7972834,3.026123,4.8555927,231.44803,24.814545,77.8,1003.3474,0.0
25.5,76.25,2026-08-30,3,3.7372832,3.006123,4.796255,231.18819,25.014557,77.0,1003.2795,0.0
25.5,76.5,2026-08-30,3,3.4772832,3.076123,4.642632,228.50294,24.91455,77.4,1003.28345,0.0
25.5,76.75,2026-08-30,3,3.0972834,3.296123,4.523007,223.21864,24.21457,80.1,1003.53143,0.0
25.5,77.0,2026-08-30,3,4.797283,3.106123,5.715061,237.07794,23.114563,83.2,1003.80347,0.0
25.5,77.25,2026-08-30,3,5.2872834,2.6661232,5.9214506,243.24039,23.514557,81.3,1003.59546,0.0
25.5,77.5,2026-08-30,3,6.2872834,2.4261231,6.73914,248.8995,22.91455,83.7,1003.57544,0.0
25.5,77.75,2026-08-30,3,7.1172833,2.206123,7.4513555,252.77829,23.314545,81.9,1003.0514,0.0
25.5,78.0,2026-08-30,3,6.567283,1.8861231,6.832764,253.97595,24.314545,77.3,1002.63947,0.0
25.5,78.25,2026-08-30,3,6.4172835,1.556123,6.6032605,256.36948,24.814545,74.9,1002.4434,0.0
25.5,78.5,2026-08-30,3,6.737283,1.3461231,6.870446,258.701,25.014557,73.8,1002.09143,0.0
25.5,78.75,2026-08-30,3,6.2072835,1.566123,6.401805,255.83957,25.514557,73.0,1001.95544,0.0
25.5,79.0,2026-08-30,3,6.007283,1.436123,6.176561,256.555,25.614563,73.3,1001.94745,0.0
