state_name,grid_latitude,grid_longitude,latitude,longitude,valid_time,lead_day,u10,v10,wind_speed,wind_direction,temperature_C,r2,pressure_hPa,tp,month,rfs,normal,deviation,previous_error_mean,previous_bust_rate,bust_probability,stress_score,confidence
Nagaland,26.25,94.5,26.25,94.5,2026-09-01,5,-1.3924842,0.20950928,1.4081571,98.55638,19.911865,90.3,1008.0683,0.375,9,0.375,8.205666666666668,-95.42998740707641,2.0028506069552616,0.0027168991124796233,0.005596334286141628,9.241687598092591,HIGH
Nagaland,26.25,94.5,26.25,94.5,2026-09-02,6,-1.3120313,0.87928224,1.5794187,123.82874,19.611328,85.8,1008.325,0.125,9,0.125,8.205666666666668,-98.47666246902547,2.0028506069552616,0.0027168991124796233,0.00538441143837062,7.984250246889378,HIGH
Nagaland,26.25,94.5,26.25,94.5,2026-09-03,7,-1.1770843,0.9674072,1.5236155,129.41566,18.612122,97.5,1008.8758,5.6875,9,5.6875,8.205666666666668,-30.688142340658903,2.0028506069552616,0.0027168991124796233,0.012408188407772079,15.199915041294895,HIGH
Nagaland,26.25,94.5,26.25,94.5,2026-09-04,8,-0.9586133,0.85813785,1.2866001,131.83447,19.173035,98.3,1010.2517,3.5,9,3.5,8.205666666666668,-57.346549132713164,2.0028506069552616,0.0027168991124796233,0.01343464769308873,13.777800273455053,HIGH
Nagaland,26.25,94.5,26.25,94.5,2026-09-05,9,-0.7660596,0.8482129,1.1429403,137.91338,19.483795,98.2,1010.6181,1.5,9,1.5,8.205666666666668,-81.71994962830564,2.0028506069552616,0.0027168991124796233,0.0054282967979288384,11.936274454407416,HIGH
Nagaland,26.25,94.5,26.25,94.5,2026-09-06,10,-0.732912,0.93201417,1.1856687,141.8194,19.769989,98.2,1010.705,1.0,9,1.0,8.205666666666668,-87.81329975220376,2.0028506069552616,0.0027168991124796233,0.0052348861358293315,11.58068500335475,HIGH
Odisha,20.5,84.5,20.5,84.5,2026-08-28,1,1.7299024,-0.7478369,1.8846278,293.37885,23.350006,95.4,1003.6658,0.375,8,0.375,11.695483870967742,-96.79363415710503,16.868045470566926,0.24524542655316067,0.035688441811233824,19.237515896829365,HIGH
Odisha,20.5,84.5,20.5,84.5,2026-08-29,2,1.609917,-0.48252687,1.680674,286.6846,23.25,92.9,1003.6345,0.0625,8,0.0625,11.695483870967742,-99.46560569285083,16.868045470566926,0.24524542655316067,0.027324945771278007,18.045890965098543,HIGH
Odisha,20.5,84.5,20.5,84.5,2026-08-30,3,1.6372833,-0.8738769,1.855898,298.09045,23.114563,97.3,1003.8234,3.875,8,3.875,11.695483870967742,-66.86755295675198,16.868045470566926,0.24524542655316067,0.04075880044914396,21.743677391859695,HIGH
Odisha,20.5,84.5,20.5,84.5,2026-08-31,4,2.603311,-1.5320703,3.0206735,300.47717,23.148865,91.2,1003.88806,0.0625,8,0.0625,11.695483870967742,-99.46560569285083,16.868045470566926,0.24524542655316067,0.027324945771278007,18.067556275585694,HIGH
Odisha,20.5,84.5,20.5,84.5,2026-09-01,5,2.5575159,-0.86049074,2.6983943,288.59583,21.911865,95.9,1003.7562,1.8125,9,1.8125,8.300333333333333,-78.16352756917394,16.868045470566926,0.24524542655316067,0.03125155615113057,20.55861208850899,HIGH
Odisha,20.5,84.5,20.5,84.5,2026-09-02,6,2.1579688,-0.56071776,2.2296264,284.56543,22.111328,97.4,1003.753,8.0625,9,8.0625,8.300333333333333,-2.865346773221951,16.868045470566926,0.24524542655316067,0.27532698604904177,35.02049983449093,MEDIUM
Odisha,20.5,84.5,20.5,84.5,2026-09-03,7,2.3829157,0.49740723,2.4342763,258.20944,21.812103,93.3,1003.59576,0.4375,9,0.4375,8.300333333333333,-94.72912734428336,16.868045470566926,0.24524542655316067,0.035423808618733836,19.00183528482674,HIGH
Odisha,20.5,84.5,20.5,84.5,2026-09-04,8,0.23138672,1.3481379,1.3678507,189.73903,22.073029,96.8,1004.1157,2.0,9,2.0,8.300333333333333,-75.90458214529536,16.868045470566926,0.24524542655316067,0.03210326317596075,20.50856966157751,HIGH
Odisha,20.5,84.5,20.5,84.5,2026-09-05,9,0.26394042,0.7882129,0.8312305,198.51361,22.183807,91.6,1005.96814,0.0,9,0.0,8.300333333333333,-100.0,16.868045470566926,0.24524542655316067,0.02511975254133711,17.31671432119797,HIGH
Odisha,20.5,84.5,20.5,84.5,2026-09-06,10,0.48708802,0.8620142,0.9901127,209.46898,22.769989,91.1,1007.60297,0.0,9,0.0,8.300333333333333,-100.0,16.868045470566926,0.24524542655316067,0.02511975254133711,17.244675192916795,HIGH
Punjab,31.0,75.25,31.0,75.25,2026-08-28,1,-1.6000977,2.2521632,2.7627072,144.60728,28.149994,63.6,999.17377,0.0,8,0.0,5.432903225806452,-100.0,1.2985223542836444,0.006158304654953812,0.006677109380093942,2.5870069426909255,HIGH
Punjab,31.0,75.25,31.0,75.25,2026-08-29,2,2.699917,1.3474731,3.0174885,243.47717,29.350006,42.7,998.44653,0.0,8,0.0,5.432903225806452,-100.0,1.2985223542836444,0.006158304654953812,0.006677109380093942,1.7719343801453875,HIGH
Punjab,31.0,75.25,31.0,75.25,2026-08-30,3,1.2072834,2.1961231,2.5060906,208.7991,29.114563,40.0,998.30743,0.0,8,0.0,5.432903225806452,-100.0,1.2985223542836444,0.006158304654953812,0.006677109380093942,1.601468448849039,HIGH
Punjab,31.0,75.25,31.0,75.25,2026-08-31,4,0.34331116,2.3079298,2.3333242,188.46088,30.448853,37.7,998.71204,0.0,8,0.0,5.432903225806452,-100.0,1.2985223542836444,0.006158304654953812,0.006677109380093942,1.5438796517864035,HIGH
Punjab,31.0,75.25,31.0,75.25,2026-09-01,5,0.16751587,3.4795094,3.4835393,182.7563,26.011871,71.7,999.05225,0.875,9,0.875,3.4073333333333333,-74.32009391508511,1.2985223542836444,0.006158304654953812,0.010292316774791132,6.320444027201101,HIGH
Punjab,31.0,75.25,31.0,75.25,2026-09-02,6,-4.5620313,2.0792823,5.013536,114.50254,24.011322,94.4,1003.637,0.0,9,0.0,3.4073333333333333,-100.0,1.2985223542836444,0.006158304654953812,0.006620829342875826,11.035032611482706,HIGH
Punjab,31.0,75.25,31.0,75.25,2026-09-03,7,-2.9070845,-4.992593,5.7772937,30.211363,23.91211,96.2,1004.5798,11.4375,9,11.4375,3.4073333333333333,235.6730581099589,1.2985223542836444,0.006158304654953812,0.10857107080204247,33.11833784941237,MEDIUM
Punjab,31.0,75.25,31.0,75.25,2026-09-04,8,-2.2186134,-1.4018621,2.6243978,57.712677,25.073029,88.6,1003.0597,2.6875,9,2.6875,3.4073333333333333,-21.126002739189982,1.2985223542836444,0.006158304654953812,0.022799564119293226,13.500996336994636,HIGH
Punjab,31.0,75.25,31.0,75.25,2026-09-05,9,-2.3660595,2.918213,3.7568877,140.96518,25.183807,91.5,1003.8021,0.0,9,0.0,3.4073333333333333,-100.0,1.2985223542836444,0.006158304654953812,0.006620829342875826,9.891150187843408,HIGH
Punjab,31.0,75.25,31.0,75.25,2026-09-06,10,-1.972912,1.6620141,2.5796652,130.11134,24.769989,89.9,1004.113,0.0,9,0.0,3.4073333333333333,-100.0,1.2985223542836444,0.006158304654953812,0.006620829342875826,9.098742757135,HIGH
Rajasthan,27.0,74.25,27.0,74.25,2026-08-28,1,5.269902,4.172163,6.7215185,231.63148,26.850006,63.7,1002.6577,0.0,8,0.0,4.940967741935484,-100.0,15.479780033508423,0.190001811266075,0.028294325234149962,11.412021489740642,HIGH
Rajasthan,27.0,74.25,27.0,74.25,2026-08-29,2,5.739917,4.557473,7.329202,231.55055,26.350006,70.3,1002.8066,0.0,8,0.0,4.940967741935484,-100.0,15.479780033508423,0.190001811266075,0.028294325234149962,13.264583581985267,HIGH
Rajasthan,27.0,74.25,27.0,74.25,2026-08-30,3,5.607283,5.126123,7.597286,227.56676,25.814545,77.3,1002.2034,0.0,8,0.0,4.940967741935484,-100.0,15.479780033508423,0.190001811266075,0.028294325234149962,15.103944549263748,HIGH
Rajasthan,27.0,74.25,27.0,74.25,2026-08-31,4,5.413311,4.67793,7.1545067,229.16797,25.24887,78.6,1002.48804,0.0,8,0.0,4.940967741935484,-100.0,15.479780033508423,0.190001811266075,0.028294325234149962,15.281350510121616,HIGH
Rajasthan,27.0,74.25,27.0,74.25,2026-09-01,5,5.087516,3.9995093,6.4713902,231.82764,25.411865,74.5,1001.9363,0.0,9,0.0,2.2936666666666667,-100.0,15.479780033508423,0.190001811266075,0.028119605717319918,14.021656684403991,HIGH
Rajasthan,27.0,74.25,27.0,74.25,2026-09-02,6,2.8079689,2.8692822,4.014657,224.38124,24.911346,73.5,1004.03296,0.0,9,0.0,2.2936666666666667,-100.0,15.479780033508423,0.190001811266075,0.028119605717319918,12.952745541756725,HIGH
Rajasthan,27.0,74.25,27.0,74.25,2026-09-03,7,2.9729156,2.8774073,4.1373544,225.93529,25.612122,73.3,1003.9158,0.0,9,0.0,2.2936666666666667,-100.0,15.479780033508423,0.190001811266075,0.028119605717319918,12.943645216351127,HIGH
Rajasthan,27.0,74.25,27.0,74.25,2026-09-04,8,3.2813866,1.8881378,3.7858372,240.08353,27.373016,65.4,1003.66766,0.1875,9,0.1875,2.2936666666666667,-91.82531608777794,15.479780033508423,0.190001811266075,0.03286011422244565,11.420609035609674,HIGH
Rajasthan,27.0,74.25,27.0,74.25,2026-09-05,9,0.16394043,1.8682129,1.8753922,185.01501,27.183807,71.0,1004.1161,0.5625,9,0.5625,2.2936666666666667,-75.47594826333382,15.479780033508423,0.190001811266075,0.033902165036976566,12.984508364838621,HIGH
Rajasthan,27.0,74.25,27.0,74.25,2026-09-06,10,0.877088,1.5320141,1.7653189,209.79143,26.869965,69.2,1003.89294,3.0,9,3.0,2.2936666666666667,30.794942595552964,15.479780033508423,0.190001811266075,0.3015867646557828,28.13891147126996,HIGH
Sikkim,27.5,88.5,27.5,88.5,2026-08-28,1,0.20990235,-0.9178369,0.94153255,347.1184,15.550018,89.0,1008.74774,0.375,8,0.375,16.570967741935483,-97.73700603465058,6.169012025357725,0.08766527802934251,0.057348401385502686,12.954888931504899,HIGH
Sikkim,27.5,88.5,27.5,88.5,2026-08-29,2,0.19991699,-0.23252685,0.30665213,319.3124,15.950012,96.2,1008.4586,9.1875,8,9.1875,16.570967741935483,-44.556647848939065,6.169012025357725,0.08766527802934251,0.21386975705816,24.147698388036748,HIGH
Sikkim,27.5,88.5,27.5,88.5,2026-08-30,3,0.12728332,-0.693877,0.7054547,349.60535,16.21457,79.9,1008.51544,0.0625,8,0.0625,16.570967741935483,-99.62283433910842,6.169012025357725,0.08766527802934251,0.040454201452357216,9.806861362477775,HIGH
Sikkim,27.5,88.5,27.5,88.5,2026-08-31,4,-0.036688842,-1.6820703,1.6824703,1.2495211,15.948853,87.6,1007.4801,1.75,8,1.75,16.570967741935483,-89.43936149503602,6.169012025357725,0.08766527802934251,0.051562385935692095,13.142120752640707,HIGH
Sikkim,27.5,88.5,27.5,88.5,2026-09-01,5,0.24751587,-0.23049073,0.33821604,312.96017,15.111877,94.6,1010.33026,0.625,9,0.625,12.236666666666666,-94.89239989103785,6.169012025357725,0.08766527802934251,0.03964516898727465,13.618155239670937,HIGH
Sikkim,27.5,88.5,27.5,88.5,2026-09-02,6,-0.25203124,-0.7107178,0.7540819,19.525272,14.511322,91.4,1011.845,0.125,9,0.125,12.236666666666666,-98.97847997820757,6.169012025357725,0.08766527802934251,0.03186271961103454,12.393654093877943,HIGH
Sikkim,27.5,88.5,27.5,88.5,2026-09-03,7,0.25291565,-1.3025928,1.3269191,349.012,14.412109,83.0,1011.1917,0.125,9,0.125,12.236666666666666,-98.97847997820757,6.169012025357725,0.08766527802934251,0.03186271961103454,10.484599673920842,HIGH
Sikkim,27.5,88.5,27.5,88.5,2026-09-04,8,0.06138672,-0.22186218,0.23019809,344.53384,14.473022,95.6,1013.2317,0.625,9,0.625,12.236666666666666,-94.89239989103785,6.169012025357725,0.08766527802934251,0.03964516898727465,13.83214976201712,HIGH
Sikkim,27.5,88.5,27.5,88.5,2026-09-05,9,-0.0060595702,0.23821288,0.23828994,178.54285,14.983795,96.5,1013.42413,0.125,9,0.125,12.236666666666666,-98.97847997820757,6.169012025357725,0.08766527802934251,0.03186271961103454,13.496723418622809,HIGH
Sikkim,27.5,88.5,27.5,88.5,2026-09-06,10,0.047088012,-0.37798584,0.38090757,352.8989,15.069977,94.6,1013.637,1.8125,9,1.8125,12.236666666666666,-85.18795968400981,6.169012025357725,0.08766527802934251,0.03364713351324627,13.990550460919582,HIGH
Tamil Nadu,11.0,78.75,11.0,78.75,2026-08-28,1,5.579902,-0.17783691,5.582735,271.82547,25.950012,73.3,1009.10175,0.0,8,0.0,2.9319354838709675,-100.0,9.881105095272595,0.1577612751313168,0.021226939948649173,10.941282996395724,HIGH
Tamil Nadu,11.0,78.75,11.0,78.75,2026-08-29,2,5.829917,0.12747315,5.8313103,268.7474,25.550018,73.8,1008.83453,0.0,8,0.0,2.9319354838709675,-100.0,9.881105095272595,0.1577612751313168,0.021226939948649173,11.149141529062884,HIGH
Tamil Nadu,11.0,78.75,11.0,78.75,2026-08-30,3,5.377283,0.21612304,5.381624,267.69843,25.314545,71.3,1009.77545,0.0,8,0.0,2.9319354838709675,-100.0,9.881105095272595,0.1577612751313168,0.021226939948649173,10.374246129254,HIGH
Tamil Nadu,11.0,78.75,11.0,78.75,2026-08-31,4,5.0333114,-0.23207031,5.0386586,272.63986,24.948853,72.8,1009.4561,0.0,8,0.0,2.9319354838709675,-100.0,9.881105095272595,0.1577612751313168,0.021226939948649173,10.634924249211448,HIGH
Tamil Nadu,11.0,78.75,11.0,78.75,2026-09-01,5,4.587516,0.5595093,4.6215096,263.04636,25.411865,72.5,1008.8342,0.0,9,0.0,3.723,-100.0,9.881105095272595,0.1577612751313168,0.02657146319690242,10.634654562072573,HIGH
Tamil Nadu,11.0,78.75,11.0,78.75,2026-09-02,6,4.6879687,0.069282226,4.688481,269.15332,25.711334,71.0,1009.79297,0.0,9,0.0,3.723,-100.0,9.881105095272595,0.1577612751313168,0.02657146319690242,10.281978442417202,HIGH
Tamil Nadu,11.0,78.75,11.0,78.75,2026-09-03,7,4.3229156,-0.17259277,4.3263597,272.28632,26.012115,67.2,1009.26373,0.0,9,0.0,3.723,-100.0,9.881105095272595,0.1577612751313168,0.02657146319690242,9.21127049912673,HIGH
Tamil Nadu,11.0,78.75,11.0,78.75,2026-09-04,8,4.5813866,0.60813785,4.6215725,262.43872,26.073029,68.1,1008.6997,0.0,9,0.0,3.723,-100.0,9.881105095272595,0.1577612751313168,0.02657146319690242,9.534675243394194,HIGH
Tamil Nadu,11.0,78.75,11.0,78.75,2026-09-05,9,4.0139403,0.7782129,4.0886836,259.02777,26.583801,65.9,1008.2121,0.0,9,0.0,3.723,-100.0,9.881105095272595,0.1577612751313168,0.02657146319690242,8.807046233759937,HIGH
Tamil Nadu,11.0,78.75,11.0,78.75,2026-09-06,10,4.827088,0.57201415,4.860862,263.2419,26.769989,69.3,1008.519,1.25,9,1.25,3.723,-66.42492613483749,9.881105095272595,0.1577612751313168,0.03571227049328702,12.044487003559784,HIGH
Telangana,18.0,79.0,18.0,79.0,2026-08-28,1,4.0299025,-0.56783694,4.0697117,278.0205,22.950012,81.8,1007.90173,0.0,8,0.0,7.0277419354838715,-100.0,8.299466999818874,0.1295055243615287,0.02485979863649281,11.891887298843178,HIGH
Telangana,18.0,79.0,18.0,79.0,2026-08-29,2,5.389917,-1.2825269,5.5404043,283.38458,23.649994,79.8,1008.0566,0.375,8,0.375,7.0277419354838715,-94.66400440649959,8.299466999818874,0.1295055243615287,0.04241115684469757,12.89559231517265,HIGH
Telangana,18.0,79.0,18.0,79.0,2026-08-30,3,6.0572834,-1.5038769,6.24118,283.94324,22.814545,80.1,1008.09143,0.0625,8,0.0625,7.0277419354838715,-99.11066740108326,8.299466999818874,0.1295055243615287,0.02485979863649281,12.242611825826142,HIGH
Telangana,18.0,79.0,18.0,79.0,2026-08-31,4,6.443311,-1.8420703,6.7014537,285.95465,23.048859,76.6,1008.27203,0.125,8,0.125,7.0277419354838715,-98.22133480216652,8.299466999818874,0.1295055243615287,0.035960685323835215,12.01697569200595,HIGH
Telangana,18.0,79.0,18.0,79.0,2026-09-01,5,4.5375156,-1.1904907,4.691089,284.70114,22.711884,77.0,1007.77826,0.0625,9,0.0625,5.713333333333333,-98.90606767794633,8.299466999818874,0.1295055243615287,0.021817291461926958,10.839377379384128,HIGH
Telangana,18.0,79.0,18.0,79.0,2026-09-02,6,3.9379687,-0.22071777,3.9441495,273.208,23.31134,78.2,1008.169,0.0,9,0.0,5.713333333333333,-100.0,8.299466999818874,0.1295055243615287,0.021817291461926958,10.828331085793906,HIGH
Telangana,18.0,79.0,18.0,79.0,2026-09-03,7,4.832916,-1.1325928,4.9638534,283.18924,23.012115,82.0,1007.88776,1.5625,9,1.5625,5.713333333333333,-72.6516919486581,8.299466999818874,0.1295055243615287,0.03265272829985759,14.103289623934966,HIGH
Telangana,18.0,79.0,18.0,79.0,2026-09-04,8,3.2913866,-0.0018621826,3.2913873,270.0324,22.573029,88.0,1007.2037,1.375,9,1.375,5.713333333333333,-75.93348891481914,8.299466999818874,0.1295055243615287,0.03255120545721799,14.855543104960445,HIGH
Telangana,18.0,79.0,18.0,79.0,2026-09-05,9,4.8339405,0.23821288,4.8398066,267.1788,22.88379,84.8,1006.60815,0.375,9,0.375,5.713333333333333,-93.43640606767795,8.299466999818874,0.1295055243615287,0.0383685075913856,13.811326767648383,HIGH
Telangana,18.0,79.0,18.0,79.0,2026-09-06,10,3.367088,1.4320141,3.6589544,246.96008,22.069977,85.2,1007.617,0.0,9,0.0,5.713333333333333,-100.0,8.299466999818874,0.1295055243615287,0.021817291461926958,12.483266248308354,HIGH
Tripura,24.0,92.0,24.0,92.0,2026-08-28,1,-0.21009766,1.2421631,1.2598056,170.39992,24.450012,98.5,1003.1858,0.0,8,0.0,11.388064516129031,-100.0,3.820696537040391,0.038036587574714724,0.01838205039264218,12.447673320471175,HIGH
Tripura,24.0,92.0,24.0,92.0,2026-08-29,2,-0.56008303,0.23747315,0.60834736,112.97676,24.149994,99.8,1003.5745,6.875,8,6.875,11.388064516129031,-39.629776506245925,3.820696537040391,0.038036587574714724,0.053574472095299086,17.66301626572679,HIGH
Tripura,24.0,92.0,24.0,92.0,2026-08-30,3,-0.5427167,0.58612305,0.7988001,137.20206,24.41455,99.6,1002.85944,10.125,8,10.125,11.388064516129031,-11.09112540010763,3.820696537040391,0.038036587574714724,0.07818377172837314,20.409866964074567,HIGH
Tripura,24.0,92.0,24.0,92.0,2026-08-31,4,-0.5266888,-0.8820703,1.0273505,30.841646,24.148865,99.8,1001.64404,25.625,8,25.625,11.388064516129031,125.01628756762884,3.820696537040391,0.038036587574714724,0.6670487165429031,52.43201129017927,MEDIUM
Tripura,24.0,92.0,24.0,92.0,2026-09-01,5,-0.08248413,0.42950928,0.4373578,169.1291,24.511871,99.8,1002.4842,7.5,9,7.5,8.63,-13.093858632676717,3.820696537040391,0.038036587574714724,0.07689657200776799,20.031213988386437,HIGH
Tripura,24.0,92.0,24.0,92.0,2026-09-02,6,-0.65203124,-0.35071778,0.74037,61.72486,24.011322,99.5,1005.089,3.625,9,3.625,8.63,-57.995365005793744,3.820696537040391,0.038036587574714724,0.05043589484867638,16.316201309932072,HIGH
Tripura,24.0,92.0,24.0,92.0,2026-09-03,7,-0.54708433,-0.17259277,0.57366323,72.490685,22.812103,96.8,1006.05975,0.1875,9,0.1875,8.63,-97.82734646581692,3.820696537040391,0.038036587574714724,0.029798861759001916,12.380435383279476,HIGH
Tripura,24.0,92.0,24.0,92.0,2026-09-04,8,-0.45861328,0.24813782,0.5214389,118.41609,23.373016,87.5,1008.2757,0.0,9,0.0,8.63,-100.0,3.820696537040391,0.038036587574714724,0.017128845333751124,9.401423317145248,HIGH
Tripura,24.0,92.0,24.0,92.0,2026-09-05,9,-0.45605958,0.6882129,0.82560724,146.46866,22.983795,96.5,1008.89014,0.0,9,0.0,8.63,-100.0,3.820696537040391,0.038036587574714724,0.017128845333751124,11.75281285145103,HIGH
Tripura,24.0,92.0,24.0,92.0,2026-09-06,10,-0.25291198,1.0220141,1.0528425,166.10057,23.169983,99.1,1009.20294,0.0,9,0.0,8.63,-100.0,3.820696537040391,0.038036587574714724,0.017128845333751124,12.47855774895071,HIGH
Uttar Pradesh,26.75,81.0,26.75,81.0,2026-08-28,1,1.8699024,0.08216309,1.8717066,267.48407,26.050018,93.6,1001.3298,13.0,8,13.0,9.516774193548388,36.60090841298894,15.92030970585039,0.2097446114834269,0.43529609664809726,42.13712195286539,MEDIUM
Uttar Pradesh,26.75,81.0,26.75,81.0,2026-08-29,2,4.209917,1.1274731,4.358279,255.00726,26.649994,79.4,1000.0186,0.0,8,0.0,9.516774193548388,-100.0,15.92030970585039,0.2097446114834269,0.026636556817472273,14.828795392529187,HIGH
Uttar Pradesh,26.75,81.0,26.75,81.0,2026-08-30,3,2.0672834,4.076123,4.5703874,206.89273,26.114563,92.1,1001.2514,4.125,8,4.125,9.516774193548388,-56.655480984340045,15.92030970585039,0.2097446114834269,0.1389457205698654,25.181733743695688,HIGH
Uttar Pradesh,26.75,81.0,26.75,81.0,2026-08-31,4,4.253311,1.9779297,4.690721,245.06003,25.148865,89.9,1001.2801,1.375,8,1.375,9.516774193548388,-85.55182699478001,15.92030970585039,0.2097446114834269,0.03325165264455918,18.700836536776674,HIGH
Uttar Pradesh,26.75,81.0,26.75,81.0,2026-09-01,5,1.5775158,2.3395092,2.8216767,213.99155,24.411865,92.0,1002.04626,3.5,9,3.5,5.9286666666666665,-40.96480377825256,15.92030970585039,0.2097446114834269,0.15815499592516044,26.094983437917673,HIGH
Uttar Pradesh,26.75,81.0,26.75,81.0,2026-09-02,6,-1.6220312,-0.7107178,1.7709051,66.33863,24.611328,95.2,1004.569,0.5625,9,0.5625,5.9286666666666665,-90.51220060721916,15.92030970585039,0.2097446114834269,0.0320813109520785,18.675355807966813,HIGH
Uttar Pradesh,26.75,81.0,26.75,81.0,2026-09-03,7,-1.5970844,-0.5025928,1.6742992,72.531525,25.312103,92.3,1003.67975,4.9375,9,4.9375,5.9286666666666665,-16.71820533003486,15.92030970585039,0.2097446114834269,0.23925912232314117,30.41483230788533,MEDIUM
Uttar Pradesh,26.75,81.0,26.75,81.0,2026-09-04,8,-2.7986133,-0.13186218,2.801718,87.30238,26.173035,90.3,1003.5397,3.375,9,3.375,5.9286666666666665,-43.07320364331497,15.92030970585039,0.2097446114834269,0.1530722392743493,25.339747171392528,HIGH
Uttar Pradesh,26.75,81.0,26.75,81.0,2026-09-05,9,-3.4060595,-1.1117871,3.5829194,71.92256,25.483795,92.7,1004.3201,1.0,9,1.0,5.9286666666666665,-83.13280107950072,15.92030970585039,0.2097446114834269,0.028371563082116313,18.926927641037423,HIGH
Uttar Pradesh,26.75,81.0,26.75,81.0,2026-09-06,10,-2.692912,0.8020142,2.8098047,106.58479,25.269989,91.8,1004.405,0.0625,9,0.0625,5.9286666666666665,-98.9458000674688,15.92030970585039,0.2097446114834269,0.02255904267623204,17.30967390246882,HIGH
Uttarakhand,30.0,79.25,30.0,79.25,2026-08-28,1,-9.765625e-05,-0.94783694,0.94783694,0.0059032207,16.450012,94.5,1006.6658,0.0,8,0.0,13.630322580645162,-100.0,3.3763483560949106,0.03405180220974461,0.019767116549309818,11.209549777979744,HIGH
Uttarakhand,30.0,79.25,30.0,79.25,2026-08-29,2,0.729917,-1.3525269,1.5369151,331.64563,17.350006,94.9,1004.7805,0.3125,8,0.3125,13.630322580645162,-97.70731765039996,3.3763483560949106,0.03405180220974461,0.029121836189162812,12.022497229407506,HIGH
Uttarakhand,30.0,79.25,30.0,79.25,2026-08-30,3,0.7872833,-0.54387695,0.95687884,304.6378,17.314545,91.6,1005.27545,0.0,8,0.0,13.630322580645162,-100.0,3.3763483560949106,0.03405180220974461,0.019767116549309818,10.487563395711375,HIGH
Uttarakhand,30.0,79.25,30.0,79.25,2026-08-31,4,0.07331116,-0.6120703,0.6164451,353.1699,17.648865,92.7,1005.62805,0.0625,8,0.0625,13.630322580645162,-99.54146353008,3.3763483560949106,0.03405180220974461,0.019767116549309818,10.677565337024975,HIGH
Uttarakhand,30.0,79.25,30.0,79.25,2026-09-01,5,0.35751587,-0.3304907,0.4868693,312.75055,17.511871,93.2,1005.27423,0.25,9,0.25,6.866333333333333,-96.35904655565804,3.3763483560949106,0.03405180220974461,0.027286054879177277,11.243524548033216,HIGH
Uttarakhand,30.0,79.25,30.0,79.25,2026-09-02,6,-0.81203127,0.19928223,0.8361269,103.78857,16.611328,98.2,1009.18896,4.9375,9,4.9375,6.866333333333333,-28.091169474246325,3.3763483560949106,0.03405180220974461,0.05801324390941943,17.811656807750747,HIGH
Uttarakhand,30.0,79.25,30.0,79.25,2026-09-03,7,-0.54708433,-0.41259277,0.68522555,52.977615,16.612122,94.1,1008.8117,0.25,9,0.25,6.866333333333333,-96.35904655565804,3.3763483560949106,0.03405180220974461,0.027286054879177277,11.534643365437129,HIGH
Uttarakhand,30.0,79.25,30.0,79.25,2026-09-04,8,-0.60861325,-0.11186218,0.6188079,79.58535,15.673035,95.3,1009.4957,0.625,9,0.625,6.866333333333333,-90.89761638914511,3.3763483560949106,0.03405180220974461,0.029662220732010868,12.225361470236768,HIGH
Uttarakhand,30.0,79.25,30.0,79.25,2026-09-05,9,0.19394043,-0.6417871,0.67045027,343.18582,15.083801,97.1,1011.0221,4.5625,9,4.5625,6.866333333333333,-33.55259964075926,3.3763483560949106,0.03405180220974461,0.05440302309904508,17.019212916174787,HIGH
Uttarakhand,30.0,79.25,30.0,79.25,2026-09-06,10,-0.072911985,-0.27798584,0.28738874,14.696869,15.269989,93.0,1011.187,1.75,9,1.75,6.866333333333333,-74.51332588960629,3.3763483560949106,0.03405180220974461,0.02607387233528073,12.349784669534912,HIGH
West Bengal,23.0,88.0,23.0,88.0,2026-08-28,1,-0.86009765,1.9621631,2.142394,156.33015,27.550018,87.8,1000.57776,0.25,8,0.25,11.217096774193548,-97.7712593103845,8.66611273301938,0.14888607136388335,0.037059478627197606,13.69117443373421,HIGH
West Bengal,23.0,88.0,23.0,88.0,2026-08-29,2,-2.000083,0.46747315,2.053987,103.155396,27.050018,94.9,1000.81256,0.9375,8,0.9375,11.217096774193548,-91.64222241394185,8.66611273301938,0.14888607136388335,0.03588739078682205,15.764979393366845,HIGH
West Bengal,23.0,88.0,23.0,88.0,2026-08-30,3,-1.0927167,0.076123044,1.095365,93.98501,26.814545,94.2,1000.62744,0.125,8,0.125,11.217096774193548,-98.88562965519225,8.66611273301938,0.14888607136388335,0.03679458203520596,14.863357230702674,HIGH
West Bengal,23.0,88.0,23.0,88.0,2026-08-31,4,2.9633112,-3.7320702,4.765455,321.55,26.348846,92.7,999.7361,0.5625,8,0.5625,11.217096774193548,-94.98533344836511,8.66611273301938,0.14888607136388335,0.04124505355606832,16.12847623633502,HIGH
West Bengal,23.0,88.0,23.0,88.0,2026-09-01,5,-1.8724841,-0.4204907,1.9191167,77.343445,26.411865,91.1,1000.70026,3.3125,9,3.3125,9.975666666666667,-66.79419921809738,8.66611273301938,0.14888607136388335,0.041186958416266954,16.482452643345347,HIGH
West Bengal,23.0,88.0,23.0,88.0,2026-09-02,6,-6.0920315,-1.1707177,6.203501,79.12196,25.511322,94.7,1000.361,0.125,9,0.125,9.975666666666667,-98.74695091389046,8.66611273301938,0.14888607136388335,0.03660035439600886,16.691015172769262,HIGH
